"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Implementation and Optimization of a 1D2V PIC Method for Nonlinear Kinetic Models on GPUs","M. Korch; P. Raithel; T. Werner","University of Bayreuth,Department of Computer Science,Bayreuth,Germany,95440; University of Bayreuth,Department of Computer Science,Bayreuth,Germany,95440; University of Bayreuth,Department of Computer Science,Bayreuth,Germany,95440","2020 28th Euromicro International Conference on Parallel, Distributed and Network-Based Processing (PDP)","14 May 2020","2020","","","30","37","This paper considers the parallel numerical simulation of the time evolution of galaxies and globular clusters on GPUs. The model used is the Einstein-Vlasov system, which is designed, in particular, to study the formation of black holes and spacetime singularities in a general relativistic framework.First, a reference implementation is derived using NVIDIA CUDA as programming model, which is then optimized in several steps. Bottlenecks are identified by profiling, and different approaches, namely particle sort, improved treatment of atomic operations, and kernel fusion are investigated to overcome these bottlenecks. Each optimized variant is evaluated in relation to the other variants using detailed runtime experiments and profiling results. Using in the order of 10<sup>7</sup> to 10<sup>8</sup> particles, speedups between 1.84 and 2.38 w.r.t. the reference implementation have been observed.","2377-5750","978-1-7281-6582-0","10.1109/PDP50117.2020.00012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9092350","particle-in-cell;kinetic models;Einstein–Vlasov;parallelization;GPU","Graphics processing units;Kernel;Mathematical model;Numerical models;Computational modeling;Measurement;Arrays","astronomy computing;black holes;general relativity;numerical analysis;parallel architectures;space-time configurations","atomic operations;kernel fusion;optimized variant;runtime experiments;profiling results;reference implementation;1D2V PIC Method;nonlinear kinetic models;GPUs;parallel numerical simulation;globular clusters;Einstein-Vlasov system;black holes;spacetime singularities;general relativistic framework;NVIDIA CUDA;programming model;particle sort","","","","20","","14 May 2020","","","IEEE","IEEE Conferences"
"Convergence and scalarization for data-parallel architectures","Y. Lee; R. Krashinsky; V. Grover; S. W. Keckler; K. Asanović",University of California at Berkeley; NVIDIA; NVIDIA; NVIDIA; University of California at Berkeley,"Proceedings of the 2013 IEEE/ACM International Symposium on Code Generation and Optimization (CGO)","8 Apr 2013","2013","","","1","11","Modern throughput processors such as GPUs achieve high performance and efficiency by exploiting data parallelism in application kernels expressed as threaded code. One draw-back of this approach compared to conventional vector architectures is redundant execution of instructions that are common across multiple threads, resulting in energy inefficiency due to excess instruction dispatch, register file accesses, and memory operations. This paper proposes to alleviate these overheads while retaining the threaded programming model by automatically detecting the scalar operations and factoring them out of the parallel code. We have developed a scalarizing compiler that employs convergence and variance analyses to statically identify values and instructions that are invariant across multiple threads. Our compiler algorithms are effective at identifying convergent execution even in programs with arbitrary control flow, identifying two-thirds of the opportunity captured by a dynamic oracle. The compile-time analysis leads to a reduction in instructions dispatched by 29%, register file reads and writes by 31% memory address counts by 47%, and data access counts by 38%.","","978-1-4673-5525-4","10.1109/CGO.2013.6494995","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6494995","CUDA;GPU;Scalarization","Instruction sets;Convergence;Registers;Kernel;Computer architecture;Graphics processing units;Algorithm design and analysis","convergence;multi-threading;optimising compilers;parallel architectures;power aware computing","data-parallel architecture scalarization;data-parallel architecture convergence;throughput processors;GPUs;data parallelism;application kernels;threaded code;vector architectures;energy inefficiency;instruction dispatch;memory operations;threaded programming model;automatic scalar operation detection;parallel code;scalarizing compiler;compiler algorithms;convergent execution;arbitrary control flow;dynamic oracle;compile-time analysis;register file reads;register file writes;memory address counts;data access counts","","21","3","29","","8 Apr 2013","","","IEEE","IEEE Conferences"
"OpenMPC: Extended OpenMP Programming and Tuning for GPUs","S. Lee; R. Eigenmann","Sch. of ECE, Purdue Univ. West Lafayette, West Lafayette, IN, USA; Sch. of ECE, Purdue Univ. West Lafayette, West Lafayette, IN, USA","SC '10: Proceedings of the 2010 ACM/IEEE International Conference for High Performance Computing, Networking, Storage and Analysis","29 Nov 2010","2010","","","1","11","General-Purpose Graphics Processing Units (GPGPUs) are promising parallel platforms for high performance computing. The CUDA (Compute Unified Device Architecture) programming model provides improved programmability for general computing on GPGPUs. However, its unique execution model and memory model still pose significant challenges for developers of efficient GPGPU code. This paper proposes a new programming interface, called OpenMPC, which builds on OpenMP to provide an abstraction of the complex CUDA programming model and offers high-level controls of the involved parameters and optimizations. We have developed a fully automatic compilation and user-assisted tuning system supporting OpenMPC. In addition to a range of compiler transformations and optimizations, the system includes tuning capabilities for generating, pruning, and navigating the search space of compilation variants. Our results demonstrate that OpenMPC offers both programmability and tunability. Our system achieves 88% of the performance of the hand-coded CUDA programs.","2167-4337","978-1-4244-7559-9","10.1109/SC.2010.36","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5644879","","Graphics processing unit;Kernel;Optimization;Instruction sets;Tuning;Programming;Registers","computer graphic equipment;coprocessors;parallel programming;public domain software","OpenMPC;extended OpenMP programming;GPU;general purpose graphics processing units;high performance computing;CUDA programming model;user assisted tuning system;compiler transformations;compiler optimizations;Compute Unified Device Architecture","","128","1","16","","29 Nov 2010","","","IEEE","IEEE Conferences"
"Medical Imaging Processing on a Big Data Platform Using Python: Experiences with Heterogeneous and Homogeneous Architectures","E. Serrano; J. G. Blas; J. Carretero; M. Abella; M. Desco","Comput. Archit. & Technol. Group, Univ. Carlos III of Madrid, Leganes, Spain; Comput. Archit. & Technol. Group, Univ. Carlos III of Madrid, Leganes, Spain; Comput. Archit. & Technol. Group, Univ. Carlos III of Madrid, Leganes, Spain; Inst. de Investigacin Sanitaria Gregorio Maranon, Madrid, Spain; Inst. de Investigacin Sanitaria Gregorio Maranon, Madrid, Spain","2017 17th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing (CCGRID)","13 Jul 2017","2017","","","830","837","The apparition of new paradigms, programming models, and languages that offer better programmability and better performance turns the implementation of current scientific applications into a less time-consuming task than years ago. One significant example of this trend is the MapReduce programming model and its implementation using Apache Spark. Nowadays, this programming model is mainly used for data analysis and machine learning applications, although it has been expanded to its usage in the HPC community. On the side of programming languages, Python has positioned itself as an alternative to other scientific programming languages, such as Matlab or Julia. In this work we explore the capabilities of Python and Apache Spark as partners in the implementation of the backprojection operator of a CT reconstruction application. We present two interesting approaches with two different types of architectures: a heterogeneous architecture including NVidia GPUs and a full performance CPU mode with the compatibility with C/C++ native source code. We experimentally demonstrate that current CPU-based implementations scale with the number of computational units.","","978-1-5090-6611-7","10.1109/CCGRID.2017.56","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7973788","CUDA;Big Data;Apache Spark;CT;backprojection;Python","Computer architecture;Programming;Computed tomography;Computational modeling;Sparks;Image reconstruction;Big Data","Big Data;C++ language;data analysis;graphics processing units;learning (artificial intelligence);medical image processing;microprocessor chips;parallel processing;programming languages;public domain software;source code (software);workstation clusters","medical imaging processing;Big Data platform;Python;heterogeneous architectures;homogeneous architectures;MapReduce programming model;Apache Spark;data analysis;machine learning;HPC community;programming languages;NVidia GPU;CPU mode;C/C++ native source code","","7","","27","","13 Jul 2017","","","IEEE","IEEE Conferences"
"Porting Real-World Applications to GPU Clusters: A Celerity and Cronos Case Study","P. Gschwandtner; R. Kissmann; D. Huber; P. Salzmann; F. Knorr; P. Thoman; T. Fahringer","University of Innsbruck,Research Center HPC,Innsbruck,Austria; University of Innsbruck,Institute for Astro- and Particle Physics,Innsbruck,Austria; University of Innsbruck,Institute for Astro- and Particle Physics,Innsbruck,Austria; University of Innsbruck,Department of Computer Science,Innsbruck,Austria; University of Innsbruck,Department of Computer Science,Innsbruck,Austria; University of Innsbruck,Department of Computer Science,Innsbruck,Austria; University of Innsbruck,Department of Computer Science,Innsbruck,Austria","2021 IEEE 17th International Conference on eScience (eScience)","26 Oct 2021","2021","","","90","98","Accelerator clusters are an ongoing trend in high performance computing, continuously gaining traction and forming a ubiquitous hardware resource for domain scientists to run large-scale simulations on. However, there is often a gap between new hardware technologies and adoption by legacy code bases. Porting real-world applications to new programming models is a difficult undertaking, aggravated by the need for support for both distributed-memory and accelerator parallelism. In this work, we present a case study of porting Cronos, a real-world code from the field of magnetohydrodynamics, to Celerity, a high-level programming model for distributed-memory accelerator clusters. We discuss the numerical, algorithmic and implementation properties of the application and motivate our decisions for adapting them where necessary. Preliminary results show a parallel efficiency of up to 87% for 16 GPUs.","","978-1-6654-0361-0","10.1109/eScience51609.2021.00019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9582351","accelerators;gpus;sycl;celerity;distributed memory;parallel programming","Codes;Magnetohydrodynamics;Parallel programming;Computational modeling;High performance computing;Graphics processing units;Parallel processing","","","","","","20","","26 Oct 2021","","","IEEE","IEEE Conferences"
"Impacts of Multi-GPU MPI Collective Communications on Large FFT Computation","A. Ayala; S. Tomov; X. Luo; H. Shaeik; A. Haidar; G. Bosilca; J. Dongarra","University of Tennessee, USA; University of Tennessee, USA; University of Tennessee, USA; University of Tennessee, USA; Nvidia Corporation, USA; University of Tennessee, USA; University of Tennessee, USA","2019 IEEE/ACM Workshop on Exascale MPI (ExaMPI)","13 Jan 2020","2019","","","12","18","Most applications targeting exascale, such as those part of the Exascale Computing Project (ECP), are designed for heterogeneous architectures and rely on the Message Passing Interface (MPI) as their underlying parallel programming model. In this paper we analyze the limitations of collective MPI communication for the computation of fast Fourier transforms (FFTs), which are relied on heavily for large-scale particle simulations. We present experiments made at one of the largest heterogeneous platforms, the Summit supercomputer at ORNL. We discuss communication models from state-of-the-art FFT libraries, and propose a new FFT library, named HEFFTE (Highly Efficient FFTs for Exascale), which supports heterogeneous architectures and yields considerable speedups compared with CPU libraries, while maintaining good weak as well as strong scalability.","","978-1-7281-6009-2","10.1109/ExaMPI49596.2019.00007","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8955469","","","application program interfaces;fast Fourier transforms;graphics processing units;message passing;parallel programming","multiGPU MPI collective communications;FFT computation;MPI communication;fast Fourier transforms;particle simulations;FFT library;Highly Efficient FFTs for Exascale;HEFFTE","","7","","18","","13 Jan 2020","","","IEEE","IEEE Conferences"
"Optimal Kernel Design for Finite-Element Numerical Integration on GPUs","K. Banaś; F. Krużel; J. Bielański",AGH University of Science and Technology; Cracow University of Technology; AGH University of Science and Technology,"Computing in Science & Engineering","13 Oct 2020","2020","22","6","61","74","This article presents the design and optimization of the GPU kernels for numerical integration, as it is applied in the standard form in finite-element codes. The optimization process employs autotuning, with the main emphasis on the placement of variables in the shared memory or registers. OpenCL and the first order finite-element method (FEM) approximation are selected for code design, but the techniques are also applicable to the CUDA programming model and other types of finite-element discretizations (including discontinuous Galerkin and isogeometric). The autotuning optimization is performed for four example graphics processors and the obtained results are discussed.","1558-366X","","10.1109/MCSE.2019.2940656","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8843948","","Finite element analysis;Graphics processing units;Jacobian matrices;Solid modeling;Approximation algorithms;Optimization;Computational modeling","finite element analysis;Galerkin method;graphics processing units;integration;optimisation;parallel architectures;parallel programming;shared memory systems","isogeometric discretization;discontinuous Galerkin discretization;OpenCL;graphics processors;first order finite-element method approximation;autotuning optimization;finite-element discretizations;CUDA programming model;code design;shared memory;finite-element codes;GPU kernels;finite-element numerical integration;optimal kernel design","","","","21","IEEE","18 Sep 2019","","","IEEE","IEEE Magazines"
"Towards an efficient multi-stage Riemann solver for nuclear physics simulations","S. Cygert; J. Porter-Sobieraj; D. Kikoła; J. Sikorski; M. Słodkowski","Warsaw University of Technology, Faculty of Mathematics and Information Science, Koszykowa 75, 00-662, Poland; Warsaw University of Technology, Faculty of Mathematics and Information Science, Koszykowa 75, 00-662, Poland; Purdue University, Department of Physics, 525 Northwestern Ave., West Lafayette, IN 47907, United States; Warsaw University of Technology, Faculty of Physics, Koszykowa 75, 00-662, Poland; Warsaw University of Technology, Faculty of Physics, Koszykowa 75, 00-662, Poland","2013 Federated Conference on Computer Science and Information Systems","7 Nov 2013","2013","","","441","446","Relativistic numerical hydrodynamics is an important tool in high energy nuclear science. However, such simulations are extremely demanding in terms of computing power. This paper focuses on improving the speed of solving the Riemann problem with the MUSTA-FORCE algorithm by employing the CUDA parallel programming model. We also propose a new approach to 3D finite difference algorithms, which employ a GPU that uses surface memory. Numerical experiments show an unprecedented increase in the computing power compared to a CPU.","","978-83-60810-52-1","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6644038","","Graphics processing units;Computational modeling;Instruction sets;Mathematical model;Hydrodynamics;Registers;Numerical models","digital simulation;finite difference methods;hydrodynamics;mathematics computing;nuclear engineering computing;parallel architectures;parallel programming","multistage Riemann solver;nuclear physics simulations;relativistic numerical hydrodynamics;high energy nuclear science;MUSTA-FORCE algorithm;CUDA parallel programming model;3D finite difference algorithms;GPU;surface memory;CPU","","","","15","","7 Nov 2013","","","IEEE","IEEE Conferences"
"Using Fermi Architecture Knowledge to Speed up CUDA and OpenCL Programs","Y. Torres; A. Gonzalez-Escribano; D. R. Llanos","Dipt. Inf., Univ. Valladolid, Valladolid, Spain; Dipt. Inf., Univ. Valladolid, Valladolid, Spain; Dipt. Inf., Univ. Valladolid, Valladolid, Spain","2012 IEEE 10th International Symposium on Parallel and Distributed Processing with Applications","23 Aug 2012","2012","","","617","624","The NVIDIA graphics processing units (GPUs) are playing an important role as general purpose programming devices. The implementation of parallel codes to exploit the GPU hardware architecture is a task for experienced programmers. The threadblock size and shape choice is one of the most important user decisions when a parallel problem is coded. The threadblock configuration has a significant impact on the global performance of the program. While in CUDA parallel programming model it is always necessary to specify the threadblock size and shape, the OpenCL standard also offers an automatic mechanism to take this delicate decision. In this paper we present a study of these criteria for Fermi architecture, introducing a general approach for threadblock choice, and showing that there is considerable room for improvement in OpenCL automatic strategy.","2158-9208","978-1-4673-1631-6","10.1109/ISPA.2012.92","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6280352","GPGPU;automatic code tuning;Fermi;CUDA;OpenCL","Instruction sets;Shape;Graphics processing unit;Computer architecture;Kernel;Benchmark testing;Tuning","graphics processing units;parallel architectures;parallel programming","fermi architecture knowledge;speed up CUDA programs;speed up OpenCL programs;NVIDIA graphics processing units;GPU hardware architecture;threadblock size;parallel problem;threadblock configuration;CUDA parallel programming model;automatic mechanism","","6","","17","","23 Aug 2012","","","IEEE","IEEE Conferences"
"High-Performance and Real-Time Volume Rendering in CUDA","Y. Zhao; X. Cui; Y. Cheng","Sino-Dutch Biomed. & Inf. Eng. Sch., Northeastern Univ., Shenyang, China; Sino-Dutch Biomed. & Inf. Eng. Sch., Northeastern Univ., Shenyang, China; Sino-Dutch Biomed. & Inf. Eng. Sch., Northeastern Univ., Shenyang, China","2009 2nd International Conference on Biomedical Engineering and Informatics","30 Oct 2009","2009","","","1","4","In order to improve the image quality and rendering speed, how to deal with a large scale of voxel computation is a challenge for programmers who work at medical image visualization. CUDA is a parallel programming model and software environment designed to overcome this challenge while maintaining a low learning curve for programmers familiar with standard programming languages such as C. In this paper, we propose an optimization algorithm of volume ray casting using CUDA; compare the performance to previous implementation in old version of GPU. The experiments show that our method can achieve a high image quality and rendering speed.","1948-2922","978-1-4244-4132-7","10.1109/BMEI.2009.5304981","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5304981","","Rendering (computer graphics);Image quality;Programming profession;Large-scale systems;Biomedical imaging;Visualization;Parallel programming;Software maintenance;Software performance;Software design","coprocessors;data visualisation;medical image processing;rendering (computer graphics)","real-time volume rendering;CUDA;image quality;voxel computation;medical image visualization;parallel programming model;C programming language;volume ray casting;GPU;Compute United Device Architecture;graphics processor unit","","6","","21","","30 Oct 2009","","","IEEE","IEEE Conferences"
"Shortening Design Time through Multiplatform Simulations with a Portable OpenCL Golden-model: The LDPC Decoder Case","G. Falcao; M. Owaida; D. Novo; M. Purnaprajna; N. Bellas; C. D. Antonopoulos; G. Karakonstantis; A. Burg; P. Ienne","Dept. of Electr. & Comput. Eng., Univ. of Coimbra, Coimbra, Portugal; Dept. of Comput. & Commun. Eng., Univ. of Thessaly Volos, Volos, Greece; Ecole Polytech. Fed. de Lausanne, Lausanne, Switzerland; Ecole Polytech. Fed. de Lausanne, Lausanne, Switzerland; Dept. of Comput. & Commun. Eng., Univ. of Thessaly Volos, Volos, Greece; Dept. of Comput. & Commun. Eng., Univ. of Thessaly Volos, Volos, Greece; Ecole Polytech. Fed. de Lausanne, Lausanne, Switzerland; Ecole Polytech. Fed. de Lausanne, Lausanne, Switzerland; Ecole Polytech. Fed. de Lausanne, Lausanne, Switzerland","2012 IEEE 20th International Symposium on Field-Programmable Custom Computing Machines","16 Jul 2012","2012","","","224","231","Hardware designers and engineers typically need to explore a multi-parametric design space in order to find the best configuration for their designs using simulations that can take weeks to months to complete. For example, designers of special purpose chips need to explore parameters such as the optimal bit width and data representation. This is the case for the development of complex algorithms such as Low-Density Parity-Check (LDPC) decoders used in modern communication systems. Currently, high-performance computing offers a wide set of acceleration options, that range from multicore CPUs to graphics processing units (GPUs) and FPGAs. Depending on the simulation requirements, the ideal architecture to use can vary. In this paper we propose a new design flow based on Open CL, a unified multiplatform programming model, which accelerates LDPC decoding simulations, thereby significantly reducing architectural exploration and design time. Open CL-based parallel kernels are used without modifications or code tuning on multicore CPUs, GPUs and FPGAs. We use SOpen CL (Silicon to Open CL), a tool that automatically converts Open CL kernels to RTL for mapping the simulations into FPGAs. To the best of our knowledge, this is the first time that a single, unmodified Open CL code is used to target those three different platforms. We show that, depending on the design parameters to be explored in the simulation, on the dimension and phase of the design, the GPU or the FPGA may suit different purposes more conveniently, providing different acceleration factors. For example, although simulations can typically execute more than 3× faster on FPGAs than on GPUs, the overhead of circuit synthesis often outweighs the benefits of FPGA-accelerated execution.","","978-1-4673-1605-7","10.1109/FCCM.2012.46","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6239819","design space exploration;simulation tools;parallel computing;FPGAs;GPUs;LDPC decoding","Kernel;Parity check codes;Field programmable gate arrays;Computational modeling;Decoding;Hardware;Algorithm design and analysis","codecs;field programmable gate arrays;logic design;logic simulation;microprocessor chips;parity check codes;public domain software","design time shortening;multiplatform simulation;portable OpenCL golden model;LDPC decoder case;hardware designers;multiparametric design space;complex algorithms;low density parity check decoders;unified multiplatform programming model;SOpen CL;Silicon to Open CL;RTL;FPGA;GPU;register transfer level","","16","","17","","16 Jul 2012","","","IEEE","IEEE Conferences"
"Accelerating error correction in high-throughput short-read DNA sequencing data with CUDA","H. Shi; B. Schmidt; W. Liu; W. Muller-Wittig","School of Computer Engineering, Nanyang Technological University, Singapore 639798; School of Computer Engineering, Nanyang Technological University, Singapore 639798; School of Computer Engineering, Nanyang Technological University, Singapore 639798; School of Computer Engineering, Nanyang Technological University, Singapore 639798","2009 IEEE International Symposium on Parallel & Distributed Processing","10 Jul 2009","2009","","","1","8","Emerging DNA sequencing technologies open up exciting new opportunities for genome sequencing by generating read data with a massive throughput. However, produced reads are significantly shorter and more error-prone compared to the traditional Sanger shotgun sequencing method. This poses challenges for de-novo DNA fragment assembly algorithms in terms of both accuracy (to deal with short, error-prone reads) and scalability (to deal with very large input data sets). In this paper we present a scalable parallel algorithm for correcting sequencing errors in high-throughput short-read data. It is based on spectral alignment and uses the CUDA programming model. Our computational experiments on a GTX 280 GPU show runtime savings between 10 and 19 times (for different error-rates using simulated datasets as well as real Solexa/Illumina datasets).","1530-2075","978-1-4244-3751-1","10.1109/IPDPS.2009.5160924","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5160924","","Acceleration;Error correction;DNA;Genomics;Bioinformatics;Throughput;Assembly;Scalability;Parallel algorithms;Runtime","biology computing;DNA;genomics;molecular biophysics;parallel algorithms","error correction;high-throughput short-read DNA sequencing data;CUDA programming model;genome sequencing;scalable parallel algorithm;GTX 280 GPU","","2","","20","","10 Jul 2009","","","IEEE","IEEE Conferences"
"Fast BFS-Based Triangle Counting on GPUs","L. Wang; J. D. Owens","University of California,Department of Computer Science,Davis,California,95616; University of California,Department of Electrical & Computer Engineering,Davis,California,95616","2019 IEEE High Performance Extreme Computing Conference (HPEC)","28 Nov 2019","2019","","","1","6","In this paper, we propose a novel method to compute triangle counting on GPUs. Unlike previous formulations of graph matching, our approach is BFS-based by traversing the graph in an all-source-BFS manner and thus can be mapped onto GPUs in a massively parallel fashion. Our implementation uses the Gunrock programming model and we evaluate our implementation in runtime and memory consumption compared with previous state-of-the-art work. We sustain a peak traversed-edgesper-second (TEPS) rate of nearly 10 GTEPS. Our algorithm is the most scalable and parallel among all existing GPU implementations and also outperforms all existing CPU distributed implementations. This work specifically focuses on leveraging our implementation on the triangle counting problem for the Subgraph Isomorphism Graph Challenge 2019, demonstrating a geometric mean speedup over the 2018 champion of 3.84×.","2643-1971","978-1-7281-5020-8","10.1109/HPEC.2019.8916434","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8916434","","Graphics processing units;Memory management;Computational complexity;Parallel algorithms;Decision trees;Graph theory","computational complexity;graph theory;graphics processing units;parallel algorithms;tree searching","Subgraph Isomorphism Graph Challenge 2019;triangle counting problem;existing GPU implementations;peak traversed-edgesper-second rate;previous state-of-the-art work;memory consumption;Gunrock programming model;massively parallel fashion;all-source-BFS manner;graph matching;GPUs;fast BFS-based triangle counting","","3","","11","","28 Nov 2019","","","IEEE","IEEE Conferences"
"Ultra low latency dataflow renderer","S. Friston; A. Steed; S. Tilbury; G. Gaydadjiev","University College London, Computer Science Department, Gower Street, WC1E 6BT, UK; University College London, Computer Science Department, Gower Street, WC1E 6BT, UK; Maxeler Technologies Ltd., 1 Down Place, London W6 9JH, UK; Maxeler Technologies Ltd., 1 Down Place, London W6 9JH, UK","2015 25th International Conference on Field Programmable Logic and Applications (FPL)","8 Oct 2015","2015","","","1","4","Reconfigurable hardware has been used before for low latency image synthesis. These are typically low level implementations with tight vertical integration. For example the apparatus of both Regan et al and Ng et al had the tracker driven by the same device performing the rendering. Reconfigurable hardware combined with the dataflow programming model can make application specific rendering hardware cost effective. Our sprite renderer has comparable scope to both prior examples, but our dataflow graph can be adapted to other use cases with an effort comparable to GPU shader programming.","1946-1488","978-0-9934-2800-5","10.1109/FPL.2015.7293974","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7293974","","Computer architecture;Image color analysis;Hardware;Rendering (computer graphics);Streaming media;Transceivers;Sprites (computer)","graphics processing units;image processing;rendering (computer graphics)","ultra low latency dataflow renderer;low latency image synthesis;tight vertical integration;dataflow programming model;application specific rendering hardware cost;sprite renderer;dataflow graph;GPU shader programming","","","","18","","8 Oct 2015","","","IEEE","IEEE Conferences"
"A Dynamic Task-Based D3Q19 Lattice-Boltzmann Method for Heterogeneous Architectures","J. V. F. Lima; G. Freytag; V. G. Pinto; C. Schepke; P. O. A. Navaux","Universidade Federal de Santa Maria, Brazil; Universidade Federal do Rio Grande do Sul, Brazil; Universidade Federal do Rio Grande do Sul, Brazil; Universidade Federal do Pampa, Campus Alegrete, Brazil; Universidade Federal do Rio Grande do Sul, Brazil","2019 27th Euromicro International Conference on Parallel, Distributed and Network-Based Processing (PDP)","21 Mar 2019","2019","","","108","115","Nowadays computing platforms expose a significant number of heterogeneous processing units such as multicore processors and accelerators. The task-based programming model has been a de facto standard model for such architectures since its model simplifies programming by unfolding parallelism at runtime based on data-flow dependencies between tasks. Many studies have proposed parallel strategies over heterogeneous platforms with accelerators. However, to the best of our knowledge, no dynamic task-based strategy of the Lattice-Boltzmann Method (LBM) has been proposed to exploit CPU+GPU computing nodes. In this paper, we present a dynamic task-based D3Q19 LBM implementation using three runtime systems for heterogeneous architectures: OmpSs, StarPU, and XKaapi. We detail our implementations and compare performance over two heterogeneous platforms. Experimental results demonstrate that our task-based approach attained up to 8.8 of speedup over an OpenMP parallel loop version.","2377-5750","978-1-7281-1644-0","10.1109/EMPDP.2019.8671583","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8671583","","Task analysis;Runtime;Graphics processing units;Computational modeling;Parallel processing;Programming;Computer architecture","flow simulation;graphics processing units;lattice Boltzmann methods;multiprocessing systems;parallel algorithms;parallel architectures;parallel processing;parallel programming;shared memory systems","CPU+GPU computing nodes;dynamic task-based D3Q19 LBM implementation;heterogeneous architectures;heterogeneous platforms;task-based approach;significant number;heterogeneous processing units;multicore processors;accelerators;task-based programming model;facto standard model;data-flow dependencies;parallel strategies;dynamic task-based strategy;dynamic task-based D3Q19 Lattice-Boltzmann method;OmpSs;StarPU;XKaapi;OpenMP parallel loop version","","1","","27","","21 Mar 2019","","","IEEE","IEEE Conferences"
"Breaking Weak 1024-bit RSA Keys with CUDA","K. Scharfglass; D. Weng; J. White; C. Lupo","Comput. Sci. Dept., California Polytech. State Univ., San Luis Obispo, CA, USA; Comput. Sci. Dept., California Polytech. State Univ., San Luis Obispo, CA, USA; Comput. Sci. Dept., California Polytech. State Univ., San Luis Obispo, CA, USA; Comput. Sci. Dept., California Polytech. State Univ., San Luis Obispo, CA, USA","2012 13th International Conference on Parallel and Distributed Computing, Applications and Technologies","9 Sep 2013","2012","","","207","212","An exploit involving the greatest common divisor (GCD) of RSA moduli was recently discovered [1]. This paper presents a tool that can efficiently and completely compare a large number of 1024-bit RSA public keys, and identify any keys that are susceptible to this weakness. NVIDIA's graphics processing units (GPU) and the CUDA massively-parallel programming model are powerful tools that can be used to accelerate this tool. Our method using CUDA has a measured performance speedup of 27.5 compared to a sequential CPU implementation, making it a more practical method to compare large sets of keys. A computation for finding GCDs between 200,000 keys, i.e., approximately 20 billion comparisons, was completed in 113 minutes, the equivalent of approximately 2.9 million 1024-bit GCD comparisons per second.","2379-5352","978-0-7695-4879-1","10.1109/PDCAT.2012.58","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6589265","CUDA;RSA;greatest common divisor;parallel computation","Graphics processing units;Instruction sets;Arrays;Organizations;Public key;Matrix decomposition;Kernel","graphics processing units;parallel architectures;parallel programming;performance evaluation;public key cryptography","CUDA;greatest common divisor;GCD;RSA moduli;1024-bit RSA public keys;NVIDIA;graphics processing units;GPU;massively-parallel programming model;performance speedup;word length 1024 bit","","6","","9","","9 Sep 2013","","","IEEE","IEEE Conferences"
