"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Accelerating frequency-domain simulations using small shared-memory CPU/GPU cluster","T. Topa; A. Noga; A. Karwowski","Silesian University of Technology, Gliwice, Poland; Silesian University of Technology, Gliwice, Poland; Silesian University of Technology, Gliwice, Poland","2016 21st International Conference on Microwave, Radar and Wireless Communications (MIKON)","16 Jun 2016","2016","","","1","4","Numerical approach to frequency response problems usually requires that the system governing equation is solved repeatedly at many frequencies. The computational efficiency of the overall process can be increased by departing from traditional sequential computing model in favor of utilizing the parallel processing capability commonly offered by modern hardware. In this paper, we consider a hybrid programming pattern, OpenMP + CUDA, from the perspective of a user of a rather typical low-cost multi-core CPU-based workstation that can accommodate up to four GPUs. Such the small-scale heterogeneous platforms have recently gained wide popularity in scientific computing as an inexpensive massively parallel architecture. The relevant programming model issues and performance questions are addressed. Experimental results for the example physics problem, that is, the electromagnetic scattering from perfectly electrically conducting body, show that significant performance improvement can be attained with the OpenMP + CUDA programming model.","","978-1-5090-2214-4","10.1109/MIKON.2016.7492098","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7492098","GPU;CUDA;milticore CPU;OpenMP;MoM","Graphics processing units;Method of moments;Mathematical model;Kernel;Instruction sets;Computational modeling;Programming","electromagnetic wave scattering;frequency response;frequency-domain analysis;graphics processing units;microprocessor chips;multiprocessing systems;parallel architectures","frequency-domain simulations;graphics processing units;small shared-memory CPU-GPU cluster;frequency response problems;computational efficiency;sequential computing model;parallel processing capability;hybrid programming pattern;multicore CPU-based workstation;electromagnetic scattering;OpenMP + CUDA programming model","","","","11","","16 Jun 2016","","","IEEE","IEEE Conferences"
"Time-Domain Computational Electromagnetics Algorithms for GPU Based Computers","P. P. M. So","Department of Electrical and Computer Engineering, University of Victoria, Victoria, BC, Canada. email: Poman.So@ECE.UVic.CA","EUROCON 2007 - The International Conference on "Computer as a Tool"","26 Dec 2007","2007","","","1","4","Time-domain computational electromagnetic algorithms such as FDTD and TLM require computers with superb processing power and large memory capacity. Grid computing network, cluster computer and massively parallel supercomputers have been the hardware of choices for running powerful modelling tools based on these methods. As a result, high performance modelling tools are only available to elite groups of researchers and big corporations. Stream computing, a new technology that harnesses the tremendous numerical processing power of advanced graphics processing units for general purpose numerical computation, is going to bring high performance time-domain modelling tools to the EM community. This paper reviews the emerging GPU technologies and programming models. Two modelling examples are also used to illustrate the suitability of GPU computing for time-domain electromagnetics.","","978-1-4244-0812-2","10.1109/EURCON.2007.4400480","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4400480","CEM;TLM;Time Domain;GPU Computing;Stream Computing","Time domain analysis;Computational electromagnetics;Clustering algorithms;Grid computing;High performance computing;Finite difference methods;Computer networks;Concurrent computing;Supercomputers;Hardware","computational electromagnetics;computer graphic equipment;finite difference time-domain analysis;grid computing;parallel processing","time-domain computational electromagnetics algorithm;GPU based computer;grid computing network;cluster computer;parallel supercomputer;high performance modelling tool;stream computing technology;general purpose numerical computation;graphics processing unit;programming model","","3","","8","","26 Dec 2007","","","IEEE","IEEE Conferences"
"Scalability of Higher-Order Discontinuous Galerkin FEM Computations for Solving Electromagnetic Wave Propagation Problems on GPU Clusters","N. Gödel; N. Nunn; T. Warburton; M. Clemens","Faculty of Electrical Engineering, Chair for Theory of Electrical Engineering and Computational Electromagnetics, $^{1}$ Helmut-Schmidt-University, University of the Federal Armed Forces Hamburg, Hamburg, Germany; NA; $^{2}$ Computational and Applied Mathematics, Rice University, Houston, TX 77005 , USA; FB E, Chair for Electromagnetic Theory, $^{3}$Bergische Universität Wuppertal, Wuppertal, Germany","IEEE Transactions on Magnetics","19 Jul 2010","2010","46","8","3469","3472","A highly parallel implementation of Maxwell's equations in the time domain using a cluster of Graphics Processing Units (GPUs) is presented. The higher-order Discontinuous Galerkin Finite Element Method (DG-FEM) is used for spatial discretization since its characteristics are matching the parallelization design aspects of the NVIDIA Compute Unified Device Architecture (CUDA) programming model. Asynchronous data transfer is introduced to minimize parallelization overhead and improve parallel efficiency. The implementation is benchmarked with help of a realistic 3-D geometry of an electromagnetic compatibility problem.","1941-0069","","10.1109/TMAG.2010.2046022","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5513006","CUDA;discontinuous Galerkin;FEM;GPGPU;GPU-computing;high order","Scalability;Electromagnetic propagation;Maxwell equations;Graphics;Moment methods;Finite element methods;Concurrent computing;Computer architecture;Parallel programming;Geometry","electromagnetic wave propagation;finite element analysis;Galerkin method;Maxwell equations","high-order discontinuous Galerkin FEM computation;electromagnetic wave propagation;GPU clusters;graphics processing units;finite element method;spatial discretization;NVIDIA compute unified device architecture programming model;asynchronous data transfer;realistic 3-D geometry;Maxwell equations","","36","","8","IEEE","19 Jul 2010","","","IEEE","IEEE Journals"
"Improving Utility of GPU in Accelerating Industrial Applications With User-Centered Automatic Code Translation","P. Yang; F. Dong; V. Codreanu; D. Williams; J. B. T. M. Roerdink; B. Liu; A. Anvari-Moghaddam; G. Min","Department of Computer Science, Liverpool John Moores University, Liverpool, U.K.; University of Bedfordshire, Luton, U.K.; SURFsara, Amsterdam, The Netherlands; Faculteit Wiskunde en Natuurwetenschappen, Rijksuniversiteit Groningen, Groningen, The Netherlands; Johann Bernoulli Institute for Mathematics and Computer Science, University of Groningen, Groningen, The Netherlands; Department of Computer Science and Technology, University of Bedfordshire, Luton, U.K.; Department of Energy Technology, Aalborg University, Aalborg, Denmark; Department of Mathematics and Computer Science, College of Engineering, Mathematics and Physical Sciences, University of Exeter, Exeter, U.K.","IEEE Transactions on Industrial Informatics","4 Apr 2018","2018","14","4","1347","1360","Small to medium enterprises (SMEs), particularly those whose business is focused on developing innovative produces, are limited by a major bottleneck in the speed of computation in many applications. The recent developments in GPUs have been the marked increase in their versatility in many computational areas. But due to the lack of specialist GPUprogramming skills, the explosion of GPU power has not been fully utilized in general SME applications by inexperienced users. Also, the existing automatic CPU-to-GPU code translators are mainly designed for research purposes with poor user interface design and are hard to use. Little attentions have been paid to the applicability, usability, and learnability of these tools for normal users. In this paper, we present an online automated CPU-to-GPU source translation system (GPSME) for inexperienced users to utilize the GPU capability in accelerating general SME applications. This system designs and implements a directive programming model with a new kernel generation scheme and memory management hierarchy to optimize its performance. A web service interface is designed for inexperienced users to easily and flexibly invoke the automatic resource translator. Our experiments with nonexpert GPU users in four SMEs reflect that a GPSME system can efficiently accelerate real-world applications with at least 4× and have a better applicability, usability, and learnability than the existing automatic CPU-to-GPU source translators.","1941-0050","","10.1109/TII.2017.2731362","European Commission and the Engineering and Physical Sciences Research Council within the iManageCancer(grant numbers:611140); MyHealthAvatar(grant numbers:600929); MyLifeHub(grant numbers:EP/L023830); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7990251","Automatic translation;graphics processing unit (GPU);parallel computing;usability","Graphics processing units;Tools;Acceleration;Programming;Usability;C++ languages;Linux","C language;graphics processing units;performance evaluation;service-oriented architecture;small-to-medium enterprises;storage management;user interfaces;Web services","industrial applications;automatic code translation;medium enterprises;SMEs;computational areas;GPU power;general SME applications;inexperienced users;existing automatic CPU-to-GPU code translators;poor user interface design;normal users;CPU-to-GPU source translation system;GPU capability;automatic resource translator;nonexpert GPU users;GPSME system;real-world applications;CPU-to-GPU source translators;specialist GPU programming skills","","","","41","IEEE","24 Jul 2017","","","IEEE","IEEE Journals"
"GPU Accelerated Tensor Computation of Hadamard Product for Machine Learning Applications","K. M. A. Hasan; S. Chakraborty","Khulna University of Engineering & Technology,Computer Science and Engineering Department,Khulna,Bangladesh; Khulna University of Engineering & Technology,Computer Science and Engineering Department,Khulna,Bangladesh","2021 International Conference on Information and Communication Technology for Sustainable Development (ICICT4SD)","12 Apr 2021","2021","","","1","5","The computation on Graphics Processing Unit (GPU) has come out as a new cost-effective parallel computing paradigm for high performance computing that makes possible to process large scale data in parallel. GPU is designed to perform complex mathematical and geometric tasks which are primarily used for 3D graphics related functions. It is also possible to use GPU for non-graphics or general-purpose computation, called General Purpose Computing on GPU (GPGPU), a sub-discipline of High-Performance Computing (HPC). The use of GPU, along with CPU to accelerate more complex scientific, engineering and mathematical tasks is known as GPU Accelerated Computing. In this paper, we propose an efficient tensor computation for Hadamard Product (HP) which is directly applied in machine learning applications especially in Long Short-Term Memory (LSTM). The HP computation becomes complex when higher order tensors with millions of data is considered. Therefore, the only CPU-based traditional serial operation becomes tedious and inefficient. The contribution of this paper is in two fold; first we have developed efficient algorithms for higher order tensors by dimension conversion. Then we apply the algorithm in GPU to speed up the computation. To apply in GPU, we develop efficient partitioning scheme of higher order tensors. We have used CUDA (Compute Unified Device Architecture) C programming model developed by NVIDIA to implement the algorithm. We compared these algorithms with Traditional Multidimensional Array (TMA) based algorithm and found improved results.","","978-1-6654-1460-9","10.1109/ICICT4SD50815.2021.9396980","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9396980","GPU Computing;HPC;Tensor computation;Hadamard Product;CUDA C","Machine learning algorithms;Tensors;Graphics processing units;Machine learning;Partitioning algorithms;Acceleration;Task analysis","C language;graphics processing units;learning (artificial intelligence);mathematics computing;parallel architectures;parallel programming;recurrent neural nets;tensors","higher order tensor partitioning scheme;dimension conversion;LSTM;long short-term memory;HPC;GPGPU;general-purpose computing on GPU;GPU accelerated tensor computation;compute unified device architecture;CUDA C programming model;HP computation;GPU accelerated computing;geometric tasks;complex mathematical tasks;high performance computing;cost-effective parallel computing paradigm;graphics processing unit;machine learning applications;Hadamard Product","","","","17","","12 Apr 2021","","","IEEE","IEEE Conferences"
"Distributed Interactive Visualization Using GPU-Optimized Spark","S. Hong; J. Choi; W. -K. Jeong","Ulsan National Institute of Science and Technology, Ulsan, South Korea; Ulsan National Institute of Science and Technology, Ulsan, South Korea; Korea University, Seoul, South Korea","IEEE Transactions on Visualization and Computer Graphics","29 Jul 2021","2021","27","9","3670","3684","With the advent of advances in imaging and computing technologies, large-scale data acquisition and processing have become commonplace in many science and engineering disciplines. Conventional workflows for large-scale data processing usually rely on in-house or commercial software that are designed for domain-specific computing tasks. Recent advances in MapReduce, which was originally developed for batch processing textual data via a simplified programming model of the map and reduce functions, have expanded its applications to more general tasks in big-data processing, such as scientific computing, and biomedical image processing. However, as shown in previous work, volume rendering and visualization using MapReduce is still considered challenging and impractical owing to the disk-based, batch-processing nature of its computing model. In this article, contrary to this common belief, we show that the MapReduce computing model can be effectively used for interactive visualization. Our proposed system is a novel extension of Spark, one of the most popular open-source MapReduce frameworks, which offers GPU-accelerated MapReduce computing. To minimize CPU-GPU communication and overcome slow, disk-based shuffle performance, the proposed system supports GPU in-memory caching and MPI-based direct communication between compute nodes. To allow for GPU-accelerated in-situ visualization using raster graphics in Spark, we leveraged the CUDA-OpenGL interoperability, resulting in faster processing speeds by several orders of magnitude compared to conventional MapReduce systems. We demonstrate the performance of our system via several volume processing and visualization tasks, such as direct volume rendering, iso-surface extraction, and numerical simulations with in-situ visualization.","1941-0506","","10.1109/TVCG.2020.2990894","National Research Foundation of Korea(grant numbers:NRF-2017R1D1A1A09000841); Ministry of Science and ICT(grant numbers:NRF-2019M3E5D2A01063819,NRF-2014K1A3A1A05034557); Korea Health Industry Development Institute(grant numbers:HI18C0316); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9079657","MapReduce;spark;GPU;distributed rendering;in-situ visualization","Data visualization;Sparks;Graphics processing units;Computational modeling;Rendering (computer graphics);Programming;Task analysis","computer graphic equipment;computer graphics;data acquisition;data handling;data visualisation;graphics processing units;medical image processing;message passing;open systems;parallel architectures;parallel processing;public domain software;rendering (computer graphics)","CPU-GPU communication;disk-based shuffle performance;GPU in-memory caching;MPI-based direct communication;compute nodes;GPU-accelerated in-situ visualization;faster processing speeds;conventional MapReduce systems;volume processing;visualization tasks;direct volume rendering;distributed interactive visualization;GPU-optimized Spark;imaging computing technologies;large-scale data acquisition;conventional workflows;large-scale data processing;commercial software;domain-specific computing tasks;batch processing textual data;simplified programming model;general tasks;big-data processing;scientific computing;biomedical image processing;batch-processing nature;MapReduce computing model;popular open-source MapReduce frameworks;GPU-accelerated MapReduce computing","","2","","45","IEEE","27 Apr 2020","","","IEEE","IEEE Journals"
"A GPU-based Fast Solution for Riesz Space Fractional Reaction-Diffusion Equation","Q. Wang; J. Liu; C. Gong; Y. Zhang; Z. Xing","Sci. & Technol. on Parallel & Distrib. Process. Lab., Nat. Univ. of Defense Technol., Changsha, China; Sci. & Technol. on Parallel & Distrib. Process. Lab., Nat. Univ. of Defense Technol., Changsha, China; Sci. & Technol. on Parallel & Distrib. Process. Lab., Nat. Univ. of Defense Technol., Changsha, China; Sci. & Technol. on Parallel & Distrib. Process. Lab., Nat. Univ. of Defense Technol., Changsha, China; Sci. & Technol. on Parallel & Distrib. Process. Lab., Nat. Univ. of Defense Technol., Changsha, China","2015 18th International Conference on Network-Based Information Systems","10 Dec 2015","2015","","","317","323","The fast numerical solutions of Riesz fractional equation have computational cost of O(NMlogM), where M, N are the number of grid points and time steps. In this paper, we present a GPU-based fast solution for Riesz space fractional equation. The GPU-based fast solution, which is based on the fast method using FFT and implemented with CUDA programming model, consists of parallel FFT, vector-vector addition and vector-vector multiplication on GPU. The experimental results show that the GPU-based fast solution compares well with the exact solution. Compared to the known parallel fast solution on 8-core Intel E5-2670 CPU, the overall performance speedup on NVIDIA GTX650 GPU reaches 2.12 times and that on NVIDIA K20C GPU achieves 10.93 times.","","978-1-4799-9942-2","10.1109/NBiS.2015.49","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7350638","Parallel computing;GPU;fractional differential equation;FFT;fast solution","Graphics processing units;Instruction sets;Mathematical model;Arrays;Yttrium;Approximation methods;Parallel processing","differential equations;fast Fourier transforms;graphics processing units;mathematics computing;parallel architectures;reaction-diffusion systems;vectors","GPU-based fast solution;Riesz space fractional reaction-diffusion equation;numerical solutions;Riesz fractional equation;computational cost;CUDA programming model;parallel FFT;vector-vector addition;vector-vector multiplication;NVIDIA GTX650 GPU;NVIDIA K20C GPU;fractional differential equation","","2","","30","","10 Dec 2015","","","IEEE","IEEE Conferences"
"GCMR: A GPU Cluster-Based MapReduce Framework for Large-Scale Data Processing","Yiru Guo; Weiguo Liu; B. Gong; G. Voss; W. Muller-Wittig","Sch. of Comput. Sci. & Technol., Shandong Univ., Jinan, China; Sch. of Comput. Sci. & Technol., Shandong Univ., Jinan, China; Sch. of Comput. Sci. & Technol., Shandong Univ., Jinan, China; Fraunhofer IDM@NTU, Nanyang Technol. Univ., Singapore, Singapore; Fraunhofer IDM@NTU, Nanyang Technol. Univ., Singapore, Singapore","2013 IEEE 10th International Conference on High Performance Computing and Communications & 2013 IEEE International Conference on Embedded and Ubiquitous Computing","12 Jun 2014","2013","","","580","586","MapReduce is a very popular programming model to support parallel and distributed large-scale data processing. There have been a lot of efforts to implement this model on commodity GPU-based systems. However, most of these implementations can only work on a single GPU. And they can not be used to process large-scale datasets. In this paper, we present a new approach to design the MapReduce framework on GPU clusters for handling large-scale data processing. We have used Compute Unified Device Architectures (CUDA) and MPI parallel programming models to implement this framework. To derive an efficient mapping onto GPU clusters, we introduce a two-level parallelization approach: the inter node level and intra node level parallelization. Furthermore in order to improve the overall MapReduce efficiency, a multi-threading scheme is used to overlap the communication and computation on a multi-GPU node. Compared to previous GPU-based MapReduce implementations, our implementation, called GCMR, achieves speedups up to 2.6 on a single node and up to 9.1 on 4 nodes of a Tesla S1060 quad-GPU cluster system for processing small datasets. It also shows very good scalability for processing large-scale datasets on the cluster system.","","978-0-7695-5088-6","10.1109/HPCC.and.EUC.2013.88","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6831970","MapReduce;CUDA;MPI;GPU Cluster","Graphics processing units;Instruction sets;Computational modeling;Computer architecture;Acceleration;Writing;Data processing","application program interfaces;graphics processing units;message passing;parallel programming","GCMR;GPU cluster-based MapReduce framework;distributed large-scale data processing;commodity GPU-based systems;compute unified device architectures;CUDA;MPI parallel programming models;inter node level parallelization;intra node level parallelization;MapReduce efficiency;multithreading scheme;multi-GPU node;GPU-based MapReduce;single node;Tesla S1060 quad-GPU cluster system;large-scale datasets","","2","","15","","12 Jun 2014","","","IEEE","IEEE Conferences"
"NVIDIA A100 Tensor Core GPU: Performance and Innovation","J. Choquette; W. Gandhi; O. Giroux; N. Stam; R. Krashinsky","NVIDIA, Singapore; NVIDIA, Singapore; NVIDIA, Singapore; NVIDIA, Singapore; NVIDIA, Singapore","IEEE Micro","29 Mar 2021","2021","41","2","29","35","NVIDIA A100 Tensor Core GPU is NVIDIA's latest flagship GPU. It has been designed with many new innovative features to provide performance and capabilities for HPC, AI, and data analytics workloads. Feature enhancements include a Third-Generation Tensor Core, new asynchronous data movement and programming model, enhanced L2 cache, HBM2 DRAM, and third-generation NVIDIA NVLink I/O.","1937-4143","","10.1109/MM.2021.3061394","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9361255","GPU;A100;NVLink;Deep Learning;Tensor Core;CUDA;C++20","Graphics processing units;Tensors;Bandwidth;Throughput;Parallel processing;Benchmark testing;Artificial intelligence","cache storage;data analysis;DRAM chips;graphics processing units;multiprocessing systems;parallel architectures;parallel processing;tensors","third-generation NVIDIA NVLink;Third-Generation Tensor Core;innovative features;NVIDIA's latest flagship GPU;NVIDIA A100 Tensor Core GPU","","4","","5","IEEE","23 Feb 2021","","","IEEE","IEEE Magazines"
"Automatic Parallelization of GPU Applications Using OpenCL","L. D. Solano-Quinde; B. M. Bode; A. K. Somani","Dept. of Electr., Univ. of Cuenca, Cuenca, Ecuador; Nat. Center for Supercomput. Applic., Univ. of Illinois at Urbana-Champaign, Urbana, IL, USA; Dept. of Electr. & Comput. Eng., Iowa State Univ., Ames, IA, USA","2015 Asia-Pacific Conference on Computer Aided System Engineering","5 Oct 2015","2015","","","276","283","Graphics Processing Units (GPUs) have been successfully used to accelerate scientific applications due to their computation power and the availability of programming languages that make more approachable writing scientific applications for GPUs. However, since the programming model of GPUs requires offloading all the data to the GPU memory, the memory footprint of the application is limited to the size of the GPU memory. Multi-GPU systems can make memory limited problems tractable by parallelizing the computation and data among the available GPUs. Parallelizing applications written for running on single-GPU systems can be done (i) at runtime through an environment that captures the memory operations and kernel calls and distributes among the available GPUs, and (ii) at compile time through a pre-compiler that transforms the application for decomposing the data and computation among the available GPUs. In this paper we propose a framework and implement a tool that transforms an OpenCL application written to run on single-GPU systems into one that runs on multi-GPU systems. Based on data dependencies and data usage analysis, the application is transformed to decompose data and computation among the available GPUs. To reduce the data transfer overhead, computation-communication overlapping techniques are utilized. We tested our tool using two applications with different data transfer requirements, for the application with no data transfer requirements, a linear speedup is achieved, while for the application with data transfers, the computation-communication overlapping reduces the communication overhead by 40%.","","978-1-4799-7588-4","10.1109/APCASE.2015.56","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7287032","GPU;OpenCL;Program Transformation","Kernel;Arrays;Graphics processing units;Data transfer;Algorithms;XML;Memory management","graphics processing units;parallel processing","automatic parallelization;GPU applications;OpenCL;graphics processing units;scientific applications;computation power;programming languages;programming model;data offloading;GPU memory;memory footprint;multiGPU systems;parallelizing applications;single-GPU systems;memory operations;kernel calls;precompiler;data decomposition;data dependencies;data usage analysis;data transfer overhead;computation-communication overlapping techniques;data transfer requirements;linear speedup;communication overhead","","1","","10","","5 Oct 2015","","","IEEE","IEEE Conferences"
"An OpenMP-CUDA Implementation of Multilevel Fast Multipole Algorithm for Electromagnetic Simulation on Multi-GPU Computing Systems","J. Guan; S. Yan; J. Jin","Center for Computational Electromagnetics, Department of Electrical and Computer Engineering, University of Illinois at Urbana-Champaign, Urbana, IL, USA; Center for Computational Electromagnetics, Department of Electrical and Computer Engineering, University of Illinois at Urbana-Champaign, Urbana, IL, USA; Center for Computational Electromagnetics, Department of Electrical and Computer Engineering, University of Illinois at Urbana-Champaign, Urbana, IL, USA","IEEE Transactions on Antennas and Propagation","2 Jul 2013","2013","61","7","3607","3616","A multi-GPU implementation of the multilevel fast multipole algorithm (MLFMA) based on the hybrid OpenMPCUDA parallel programming model (OpenMP-CUDA-MLFMA) is presented for computing electromagnetic scattering of a three-dimensional conducting object. The proposed hierarchical parallelization strategy ensures a high computational throughput for the GPU calculation. The resulting OpenMP-based multi-GPU implementation is capable of solving real-life problems with over one million unknowns with a remarkable speed-up. The radar cross sections of a few benchmark objects are calculated to demonstrate the accuracy of the solution. The results are compared with those from the CPU-based MLFMA and measurements. The capability and efficiency of the presented method are analyzed through the examples of a sphere, an aerocraft, and a missile-like object. Compared with the 8-threaded CPU-based MLFMA, the OpenMP-CUDA-MLFMA method can achieve from 5 to 20 total speed-up ratios.","1558-2221","","10.1109/TAP.2013.2258882","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6504730","CUDA;electromagnetic scattering;hybrid parallel programming model;multi-GPU;multilevel fast multipole algorithm;OpenMP;radar cross section","Graphics processing units;Instruction sets;Method of moments;Computer architecture;Antenna radiation patterns;Computational modeling","computational electromagnetics;electromagnetic wave scattering;graphics processing units;parallel architectures","multilevel fast multipole algorithm;electromagnetic simulation;multi-GPU computing systems;OpenMP-CUDA parallel programming model;electromagnetic scattering;three-dimensional conducting object;radar cross sections;aerocraft;missile-like object","","49","","27","","18 Apr 2013","","","IEEE","IEEE Journals"
"Enhancing Blowfish file encryption algorithm through parallel computing on GPU","T. Mahajan; S. Masih","Devi Ahilya University, Indore, India; Devi Ahilya University, Indore, India","2015 International Conference on Computer, Communication and Control (IC4)","11 Jan 2016","2015","","","1","4","Parallel computing can provide fast execution of the program as compared to sequential computing. Graphical Processing Unit can be used for parallel computing as it gives the advantage of multiple cores. Purpose of parallel implementation of Blowfish cryptography algorithm is to improve the speed up of encryption and decryption so that large files also can be communicated on the network in secure and efficient way. This paper demonstrates the way of implementing Blowfish cryptography algorithm on GPU for improving performance. This implementation uses GPGPU and CUDA. CUDA is used as a programming model for implementing on the GPU. The experiment shows multifold difference in performance of CPU and GPU in encryption-decryption of large files.","","978-1-4799-8164-9","10.1109/IC4.2015.7375604","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7375604","GPU-Graphical Processing Unit;CPU-Central Processing Unit;CUDA-Computer Unified Device Architecture;GPGPU-General Purpose computation on Graphical Processing Unit","Graphics processing units;Encryption;Programming;Algorithm design and analysis;Conferences","cryptography;graphics processing units;parallel architectures;parallel programming","Blowfish file encryption algorithm;parallel computing;program execution;sequential computing;graphical processing unit;parallel implementation;Blowfish cryptography algorithm;GPGPU;CUDA;programming model;large file encryption-decryption;computer unified device architecture;general purpose computation on graphical processing unit","","2","","10","","11 Jan 2016","","","IEEE","IEEE Conferences"
"HPGA: A High-Performance Graph Analytics Framework on the GPU","H. Yang; H. Su; M. Wen; C. Zhang","Department of Computer, National University of Defense Technology, Changsha, 410000, China; Department of Computer, National University of Defense Technology, Changsha, 410000, China; Department of Computer, National University of Defense Technology, Changsha, 410000, China; Department of Computer, National University of Defense Technology, Changsha, 410000, China","2018 International Conference on Information Systems and Computer Aided Education (ICISCAE)","14 Mar 2019","2018","","","488","492","In recent years, the rapidly growing use of graphs has sparked parallel graph analytics frameworks for leveraging the massive hardware resources, specifically graphics processing units (GPUs). However, the issues of the unpredictable control flows, memory divergence, and the complexity of programming have restricted high-level GPU graph libraries. In this work, we present HPGA, a high performance parallel graph analytics framework targeting the GPU. HPGA implements an abstraction which maps vertex programs to generalized sparse matrix operations on GPUs for delivering high performance. HPGA incorporates high-performance GPU computing primitives and optimization strategies with a high-level programming model. We evaluate the performance of HPGA for three graph primitives (BFS, SSSP, PageRank) with large-scale datasets. The experimental results show that HPGA matches or even exceeds the performance of MapGraph and nvGRAPH, two state-of-the-art GPU graph libraries.","","978-1-5386-5738-6","10.1109/ICISCAE.2018.8666877","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8666877","Graph Analytics;High-performance Computing;GPU","Graphics processing units;Sparse matrices;Programming;Computational modeling;Arrays;Optimization","graph theory;graphics processing units;sparse matrices","HPGA;high-performance graph analytics framework;parallel graph analytics frameworks;massive hardware resources;high-level GPU graph libraries;high performance;generalized sparse matrix operations;high-performance GPU;high-level programming model;GPU graph libraries;vertex programs","","","","20","","14 Mar 2019","","","IEEE","IEEE Conferences"
"Compiling and Optimizing Java 8 Programs for GPU Execution","K. Ishizaki; A. Hayashi; G. Koblents; V. Sarkar","IBM Res., Tokyo, Japan; NA; IBM Canada, Canada; NA","2015 International Conference on Parallel Architecture and Compilation (PACT)","10 Mar 2016","2015","","","419","431","GPUs can enable significant performance improvements for certain classes of data parallel applications and are widely used in recent computer systems. However, GPU execution currently requires explicit low-level operations such as 1) managing memory allocations and transfers between the host system and the GPU, 2) writing GPU kernels in a low-level programming model such as CUDA or OpenCL, and 3) optimizing the kernels by utilizing appropriate memory types on the GPU. Because of this complexity, in many cases, only expert programmers can exploit the computational capabilities of GPUs through the CUDA/OpenCL languages. This is unfortunate since a large number of programmers use high-level languages, such as Java, due to their advantages of productivity, safety, and platform portability, but would still like to exploit the performance benefits of GPUs. Thus, one challenging problem is how to utilize GPUs while allowing programmers to continue to benefit from the productivity advantages of languages like Java. This paper presents a just-in-time (JIT) compiler that can generate and optimize GPU code from a pure Java program written using lambda expressions with the new parallel streams APIs in Java 8. These APIs allow Java programmers to express data parallelism at a higher level than threads and tasks. Our approach translates lambda expressions with parallel streams APIs in Java 8 into GPU code and automatically generates runtime calls that handle the low-level operations mentioned above. Additionally, our optimization techniques 1) allocate and align the starting address of the Java array body in the GPUs with the memory transaction boundary to increase memory bandwidth, 2) utilize read-only cache for array accesses to increase memory efficiency in GPUs, and 3) eliminate redundant data transfer between the host and the GPU. The compiler also performs loop versioning for eliminating redundant exception checks and for supporting virtual method invocations within GPU kernels. These features and optimizations are supported and automatically performed by a JIT compiler that is built on top of a production version of the IBM Java 8 runtime environment. Our experimental results on an NVIDIA Tesla GPU show significant performance improvements over sequential execution (127.9 × geometric mean) and parallel execution (3.3 × geometric mean) for eight Java 8 benchmark programs running on a 160-thread POWER8 machine. This paper also includes an in-depth analysis of GPU execution to show the impact of our optimization techniques by selectively disabling each optimization. Our experimental results show a geometric-mean speed-up of 1.15 × in the GPU kernel over state-of-the-art approaches. Overall, our JIT compiler can improve the performance of Java 8 programs by automatically leveraging the computational capability of GPUs.","1089-795X","978-1-4673-9524-3","10.1109/PACT.2015.46","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7429325","JIT compiler;GPU;Java 8;Parallel streams","Graphics processing units;Java;Optimization;Kernel;Arrays;Semantics","application program interfaces;cache storage;configuration management;graphics processing units;Java;parallel processing;program compilers","Java 8 programs;GPU execution;data parallel applications;CUDA/OpenCL languages;Java language;just-in-time compiler;JIT compiler;GPU code optimization;lambda expressions;parallel streams API;data parallelism;memory transaction boundary;memory bandwidth;read-only cache;memory efficiency;loop versioning;virtual method invocations;GPU kernels;IBM Java 8 runtime environment;NVIDIA Tesla GPU;thread POWER8 machine;graphics processing unit","","24","3","37","","10 Mar 2016","","","IEEE","IEEE Conferences"
