"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"ST-Accel: A High-Level Programming Platform for Streaming Applications on FPGA","Z. Ruan; T. He; B. Li; P. Zhou; J. Cong","Univ. of California, Los Angeles, Los Angeles, CA, USA; Univ. of California, Los Angeles, Los Angeles, CA, USA; Microsoft Res. Univ. of Sci. & Technol. of China, China; Univ. of California, Los Angeles, Los Angeles, CA, USA; Univ. of California, Los Angeles, Los Angeles, CA, USA","2018 IEEE 26th Annual International Symposium on Field-Programmable Custom Computing Machines (FCCM)","11 Sep 2018","2018","","","9","16","In recent years we have witnessed the emergence of the FPGA in many high-performance systems. This is due to FPGA's high reconfigurability and improved user-friendly programming environment. OpenCL, supported by major FPGA vendors, is a high-level programming platform that liberates hardware developers from having to deal with the complex and error-prone HDL development. While OpenCL exposes a GPU-like programming model, which is well-suited for compute-intensive tasks, in many state-of-art systems that deploy FPGA, we observe that the workloads are streaming-like, which is communication-intensive. This mismatch leads to low throughput and high end-to-end latency. In this paper, we propose ST-Accel, a new high-level programming platform for streaming applications on FPGA. It has the following advantages: (i) ST-Accel adopts the multiprocessing programming model to capture the inherent pipeline-level parallelism of streaming applications while reducing the end-to-end latency. (ii) A message-passing-based host/FPGA communication model is used to avoid the coherency issue of shared memory, thus enabling host/FPGA communication during kernel execution. (iii) ST-Accel provides a high-level abstraction for I/O devices to support direct I/O device access that eliminates the overhead of host CPU and reduces the I/O latency. (iv) ST-Accel enables the decoupled access/execute architecture to maximize the utilization of I/O devices. (v) The host/FPGA communication interface is redesigned to cater to the demands of both latency-critical and throughput-critical scenarios. The experimental results on the Amazon AWS cloud and local machine show that ST-Accel can achieve 1.6X-166X throughput and 1/3 latency for typical streaming workloads when compared to OpenCL.","2576-2621","978-1-5386-5522-1","10.1109/FCCM.2018.00011","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8457626","FPGA;OpenCL;Programming Platform;Streaming","Field programmable gate arrays;Kernel;Programming;Random access memory;Hardware design languages;Acceleration;Throughput","field programmable gate arrays;message passing;multiprocessing programs;parallel programming","high-performance systems;improved user-friendly programming environment;OpenCL;high-level programming platform;GPU-like programming model;ST-Accel;multiprocessing programming model;high-level abstraction;pipeline-level parallelism;message-passing-based host-FPGA communication model;host-FPGA communication interface;error-prone HDL development;streaming applications;end-to-end latency reduction;kernel execution;direct I/O device access;decoupled access-execute architecture;throughput-critical scenarios;Amazon AWS cloud;I/O latency reduction","","11","","28","","11 Sep 2018","","","IEEE","IEEE Conferences"
"Distributed-memory multi-GPU block-sparse tensor contraction for electronic structure","T. Herault; Y. Robert; G. Bosilca; R. J. Harrison; C. A. Lewis; E. F. Valeev; J. J. Dongarra","University of Tennessee,ICL,TN,USA; University of Tennessee,ICL,TN,USA; Stony Brook University,IACS,NY,USA; Stony Brook University,IACS,NY,USA; Sandia Ntl. Lab.,CA,USA; Virignia Tech,Dept. of Chemistry,VA,USA; University of Tennessee,ICL,TN,USA","2021 IEEE International Parallel and Distributed Processing Symposium (IPDPS)","28 Jun 2021","2021","","","537","546","Many domains of scientific simulation (chemistry, condensed matter physics, data science) increasingly eschew dense tensors for block-sparse tensors, sometimes with additional structure (recursive hierarchy, rank sparsity, etc.). Distributed-memory parallel computation with block-sparse tensorial data is paramount to minimize the time-to-solution (e.g., to study dynamical problems or for real-time analysis) and to accommodate problems of realistic size that are too large to fit into the host/device memory of a single node equipped with accelerators. Unfortunately, computation with such irregular data structures is a poor match to the dominant imperative, bulk-synchronous parallel programming model. In this paper, we focus on the critical element of block-sparse tensor algebra, namely binary tensor contraction, and report on an efficient and scalable implementation using the task-focused PaRSEC runtime. High performance of the block-sparse tensor contraction on the Summit supercomputer is demonstrated for synthetic data as well as for real data involved in electronic structure simulations of unprecedented size.","1530-2075","978-1-6654-4066-0","10.1109/IPDPS49936.2021.00062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9460455","electronic structure;tensor contraction;block-sparse matrix multiplication;distributed memory;multi-GPU nodes;PaRSEC","Tensors;Runtime;Computational modeling;Tools;Data models;Supercomputers;Real-time systems","distributed memory systems;graphics processing units;parallel programming;tensors","dense tensors;distributed-memory parallel computation;block-sparse tensorial data;irregular data structures;block-sparse tensor algebra;binary tensor contraction;electronic structure simulations;distributed-memory multiGPU block-sparse tensor contraction","","","","32","","28 Jun 2021","","","IEEE","IEEE Conferences"
"Hybrid CPU/GPU tasks optimized for concurrency in OpenMP","A. E. Eichenberger; G. . -T. Bercea; A. Bataev; L. Grinberg; J. K. O'Brien",NA; NA; NA; NA; NA,"IBM Journal of Research and Development","13 May 2020","2020","64","3/4","13:1","13:14","Sierra and Summit supercomputers exhibit a significant amount of intranode parallelism between the host POWER9 CPUs and their attached GPU devices. In this article, we show that exploiting device-level parallelism is key to achieving high performance by reducing overheads typically associated with CPU and GPU task execution. Moreover, manually exploiting this type of parallelism in large-scale applications is nontrivial and error-prone. We hide the complexity of exploiting this hybrid intranode parallelism using the OpenMP programming model abstraction. The implementation leverages the semantics of OpenMP tasks to express asynchronous task computations and their associated dependences. Launching tasks on the CPU threads requires a careful design of work-stealing algorithms to provide efficient load balancing among CPU threads. We propose a novel algorithm that removes locks from all task queueing operations that are on the critical path. Tasks assigned to GPU devices require additional steps such as copying input data to GPU devices, launching the computation kernels, and copying data back to the host CPU memory. We perform key optimizations to reduce the cost of these additional steps by tightly integrating data transfers and GPU computations into streams of asynchronous GPU operations. We further map high-level dependences between GPU tasks to the same asynchronous GPU streams to further avoid unnecessary synchronization. Results validate our approach.","0018-8646","","10.1147/JRD.2019.2960245","U.S. Department of Energy(grant numbers:B604142); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8935508","","Task analysis;Graphics processing units;Instruction sets;Parallel processing;Runtime;Scheduling;Delays","","","","","","14","IBM","17 Dec 2019","","","IBM","IBM Journals"
"GPU Accelerated Lanczos Algorithm with Applications","K. K. Matam; K. Kothapalli","Int. Inst. of Inf. Technol., Hyderabad Gachibowli, Hyderabad, India; Int. Inst. of Inf. Technol., Hyderabad Gachibowli, Hyderabad, India","2011 IEEE Workshops of International Conference on Advanced Information Networking and Applications","5 May 2011","2011","","","71","76","Graphics Processing Units provide a large computational power at a very low price which position them as an ubiquitous accelerator. GPGPU is accelerating general purpose computations using GPU's. GPU's have been used to accelerate many Linear Algebra routines and Numerical Methods. Lanczos is an iterative method well suited for finding the extreme eigenvalues and the corresponding eigenvectors of large sparse symmetric matrices. In this paper, we present an implementation of Lanczos Algorithm on GPU using the CUDA programming model and apply it to two important problems : graph bisection using spectral methods, and image segmentation. Our GPU implementation of spectral bisection performs better when compared to both an Intel Math Kernel Library implementation and a Matlab implementation. Our GPU implementation shows a speedup up to 97.3 times over Matlab Implementation and 2.89 times over the Intel Math Kernel Library implementation on a Intel Core i7 920 Processor, which is a quad-core CPU. Similarly, our image segmentation implementation achieves a speed up of 3.27 compared to a multicore CPU based implementation using Intel Math Kernel Library and OpenMP. Through this work, we therefore wish to establish that the GPU may still be a better platform for also highly irregular and computationally intensive applications.","","978-1-61284-829-7","10.1109/WAINA.2011.70","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5763440","GPGPU;Lanczos;graph partitioning;image segmentation;spectral methods","Graphics processing unit;Eigenvalues and eigenfunctions;Image segmentation;Sparse matrices;Kernel;Instruction sets;Symmetric matrices","coprocessors;eigenvalues and eigenfunctions;graph theory;image segmentation;iterative methods;ubiquitous computing","accelerated Lanczos algorithm;graphics processing units;ubiquitous accelerator;GPGPU;general purpose computations;linear algebra;iterative method;eigenvalues;eigenvectors;CUDA programming;graph bisection;image segmentation;multicore CPU;Intel Math Kernel Library;OpenMP","","3","","18","","5 May 2011","","","IEEE","IEEE Conferences"
"Improved Bilinear Interpolation Method for Image Fast Processing","Y. Sa","Guangdong Univ. of Educ., Guangzhou, China","2014 7th International Conference on Intelligent Computation Technology and Automation","8 Jan 2015","2014","","","308","311","Bilinear interpolation algorithm is broadly applied in digital image processing but its calculation speed is very slow. In order to improve its performance in calculation, this paper proposes a graphic processing unit acceleration-based bilinear interpolation parallel It mainly utilizes Wallis transforming independence among various blocks in bilinear interpolation, which is adaptable to characteristics of GPU parallel processing structure. It maps traditional serial bilinear interpolation algorithm to CUDA parallel programming model and optimize thread allocation, memory usage, hardware resources division, etc, to make full use of huge calculation ability. The experiment results show bilinear interpolation parallel algorithm can greatly improve calculation speed with increasing image resolution.","","978-1-4799-6636-3","10.1109/ICICTA.2014.82","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7003545","bilinear interpolation;image processing;GPU;CUDA","Graphics processing units;Interpolation;Instruction sets;Parallel algorithms;Acceleration;Computers","graphics processing units;image resolution;interpolation;parallel algorithms;parallel architectures;parallel programming","digital image processing;performance improvement;graphic processing unit acceleration;Wallis transforming independence;GPU parallel processing structure;serial bilinear interpolation algorithm;CUDA parallel programming model;thread allocation optimization;memory usage optimization;hardware resource division optimization;calculation ability;bilinear interpolation parallel algorithm;calculation speed improvement;image resolution improvement","","7","","11","","8 Jan 2015","","","IEEE","IEEE Conferences"
"Generalizing the Utility of GPUs in Large-Scale Heterogeneous Computing Systems","S. Xiao; W. Feng","Dept. of Electr. & Comput. Eng., Virginia Tech, Blacksburg, VA, USA; Dept. of Electr. & Comput. Eng., Virginia Tech, Blacksburg, VA, USA","2012 IEEE 26th International Parallel and Distributed Processing Symposium Workshops & PhD Forum","20 Aug 2012","2012","","","2554","2557","Graphics Processing Units (GPUs) have been widely used as accelerators in large-scale heterogeneous computing systems. However, current programming models can only support the utilization of local GPUs. When using non-local GPUs, programmers need to explicitly call API functions for data communication across computing nodes. As such, programming GPUs in large-scale computing systems is more challenging than local GPUs since local and remote GPUs have to be dealt with separately. In this work, we propose a virtual OpenCL (VOCL) framework to support the transparent virtualization of GPUs. This framework, based on the OpenCL programming model, exposes physical GPUs as decoupled virtual resources that can be transparently managed independent of the application execution. To reduce the virtualization overhead, we optimize the GPU memory accesses and kernel launches. We also extend the VOCL framework to support live task migration across physical GPUs to achieve load balance and/or quick system maintenance. Our experiment results indicate that VOCL can greatly simplify the task of programming cluster-based GPUs at a reasonable virtualization cost.","","978-1-4673-0974-5","10.1109/IPDPSW.2012.325","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6270892","graphics processing unit (GPU);virtual OpenCL;task migration","Graphics processing unit;Kernel;Optimization;Libraries;Bandwidth;Programming","application program interfaces;graphics processing units","GPU utility;large scale heterogeneous computing systems;graphics processing units;current programming models;API functions;data communication;virtual OpenCL;VOCL;OpenCL programming model;decoupled virtual resources","","2","","14","","20 Aug 2012","","","IEEE","IEEE Conferences"
"VOCL: An optimized environment for transparent virtualization of graphics processing units","S. Xiao; P. Balaji; Q. Zhu; R. Thakur; S. Coghlan; H. Lin; G. Wen; J. Hong; W. -c. Feng","Dept. of Computer Science, Virginia Tech., USA; Math. and Comp. Sci. Div., Argonne National Lab., USA; Accenture Technology Labs, USA; Math. and Comp. Sci. Div., Argonne National Lab., USA; Leadership Comp. Facility, Argonne National Lab., USA; Dept. of Computer Science, Virginia Tech., USA; Shenzhen Inst. of Adv. Tech., Chinese Academy of Sciences, China; Shenzhen Inst. of Adv. Tech., Chinese Academy of Sciences, China; Dept. of Computer Science, Virginia Tech., USA","2012 Innovative Parallel Computing (InPar)","25 Oct 2012","2012","","","1","12","Graphics processing units (GPUs) have been widely used for general-purpose computation acceleration. However, current programming models such as CUDA and OpenCL can support GPUs only on the local computing node, where the application execution is tightly coupled to the physical GPU hardware. In this work, we propose a virtual OpenCL (VOCL) framework to support the transparent utilization of local or remote GPUs. This framework, based on the OpenCL programming model, exposes physical GPUs as decoupled virtual resources that can be transparently managed independent of the application execution. The proposed framework requires no source code modifications. We also propose various strategies for reducing the overhead caused by data communication and kernel launching and demonstrate about 85% of the data write bandwidth and 90% of the data read bandwidth compared to data write and read, respectively, in a native nonvirtualized environment. We evaluate the performance of VOCL using four real-world applications with various computation and memory access intensities and demonstrate that compute-intensive applications can execute with negligible overhead in the VOCL environment.","","978-1-4673-2633-9","10.1109/InPar.2012.6339609","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6339609","Graphics Processing Unit (GPU);Transparent Virtualization;OpenCL","Graphics processing unit;Kernel;Libraries;Programming;Computational modeling","graphics processing units;virtualisation","VOCL;transparent virtualization;graphics processing units;general-purpose computation acceleration;CUDA;local computing node;physical GPU hardware;virtual OpenCL framework;VOCL framework;OpenCL programming model;virtual resources;application execution;data communication;kernel launching;data write bandwidth;data read bandwidth;memory access intensity","","37","1","27","","25 Oct 2012","","","IEEE","IEEE Conferences"
"CUDA-Based Parallel Implementation of IBM Word Alignment Algorithm for Statistical Machine Translation","S. Jing; G. Yan; X. Chen; P. Jin; Z. Guo","Sch. of Comput. Sci., Leshan Normal Univ., Leshan, China; Sch. of Foreign Language, Leshan Normal Univ., Leshan, China; Sch. of Comput. Sci., Leshan Normal Univ., Leshan, China; Sch. of Comput. Sci., Leshan Normal Univ., Leshan, China; Sch. of Comput. Sci., Leshan Normal Univ., Leshan, China","2016 17th International Conference on Parallel and Distributed Computing, Applications and Technologies (PDCAT)","8 Jun 2017","2016","","","189","194","Word alignment is a basic task in natural language processing and it usually serves as the starting point when building a modern statistical machine translation system. However, the state-of-art parallel algorithm for word alignment is still time-consuming. In this work, we explore a parallel implementation of word alignment algorithm on Graphics Processor Unit (GPU), which has been widely available in the field of high performance computing. We use the Compute Unified Device Architecture (CUDA) programming model to re-implement a state-of-the-art word alignment algorithm, called IBM Expectation-Maximization (EM) algorithm. A Tesla K40M card with 2880 cores is used for experiments and execution times obtained with the proposed algorithm are compared with a sequential algorithm and a multi-threads algorithm on an IBM X3850 server, which has two Intel Xeon E7 CPUs (2.0GHz * 10 cores). The best experimental results show a 16.8-fold speedup compared to the multi-threads algorithm and a 234.7-fold speedup compared to the sequential algorithm.","","978-1-5090-5081-9","10.1109/PDCAT.2016.050","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7943355","Word Alignment;GPU;Parallel Computation;Expectation-Maximization Algorithm;CUDA","Graphics processing units;Algorithm design and analysis;Instruction sets;Hidden Markov models;Computational modeling;Kernel;Programming","graphics processing units;language translation;microprocessor chips;multiprocessing systems;natural language processing;optimisation;parallel algorithms;parallel architectures;statistical analysis;word processing","CUDA-based parallel implementation;IBM word alignment algorithm;statistical machine translation;natural language processing;parallel algorithm;graphics processor unit;GPU;high performance computing;compute unified device architecture;CUDA programming model;IBM expectation-maximization;EM algorithm;Tesla K40M card;2880 cores;sequential algorithm;multithreads algorithm;IBM X3850 server;Intel Xeon E7 CPUs","","1","","15","","8 Jun 2017","","","IEEE","IEEE Conferences"
"A new parallel video understanding and retrieval system","K. Liu; T. Zhang; L. Wang","HP Labs China; HP Labs, Palo Alto; HP Labs China","2010 IEEE International Conference on Multimedia and Expo","23 Sep 2010","2010","","","679","684","In this paper, a hybrid parallel computing framework is proposed for video understanding and retrieval. It is a unified computing architecture based on the Map-Reduce programming model, which supports multi-core and GPU architectures. A key task scheduler is designed for the parallelization of computation tasks. The SVM method is used to train models for video understanding purposes. To effectively shorten the training and processing time, the hybrid computing framework is used to train large scale SVM models. The TRECVID database is used as the basic experimental content for video understanding and retrieval. Experiments were conducted on two 8-core servers, each equipped with NVIDIA Quadro FX 4600 graphics card. Results proved that the proposed parallel computing framework works well for the video understanding and retrieval system by speeding up system development and providing better performances.","1945-788X","978-1-4244-7493-6","10.1109/ICME.2010.5583873","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5583873","Parallel computing;map-reduce;multi-core CPU;general purpose GPU;video understanding and retrieval","Support vector machines;Training;Graphics processing unit;Feature extraction;Classification algorithms;Computational modeling;Computer architecture","computer graphic equipment;coprocessors;parallel processing;support vector machines;video retrieval;video signal processing;visual databases","parallel video understanding;video retrieval system;hybrid parallel computing framework;Map-Reduce programming model;GPU architectures;key task scheduler;SVM method;TRECVID database;NVIDIA Quadro FX 4600 graphics card","","5","1","14","","23 Sep 2010","","","IEEE","IEEE Conferences"
"An Efficient Numerical Solution Technique for VLSI Interconnect Equations on Many-Core Processors","G. Doménech-Asensi; T. J. Kazmierski","Dpto. de Electrónica, Tec. de Computadoras y Proyectos, Universidad Politécnica de Cartagena, Cartagena, Spain; Dpt. of Electronics and Computers Science, University of Southampton, Southampton, UK","2019 IEEE International Symposium on Circuits and Systems (ISCAS)","1 May 2019","2019","","","1","5","This paper presents a technique to accelerate transient simulations of analog circuits using an explicit integration method parallelised on a many-core computer. Usual methods used by SPICE-type simulators are based on Newton-Raphson iterations, which are reliable and numerically stable, but require long CPU processing times. However, although the integration time step in explicit methods is smaller than that used in implicit methods, this technique avoids the calculation of time-consuming computations due to the Jacobian matrix inversion. The proposed method uses an explicit integration scheme based on the fourth order Adams-Bashforth formula. The algorithm has been parallelised on a NVIDIA general purpose GPU using the CUDA programming model. As a case study, the RC ladder model of a VLSI interconnect is simulated on a general purpose graphic processing unit and the achieved performance is then evaluated against that of a multiprocessor CPU. The results show that the proposed technique achieves a speedup of one order of magnitude in comparison with implicit integration techniques executed on a CPU.","2158-1525","978-1-7281-0397-6","10.1109/ISCAS.2019.8702085","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8702085","simulation acceleration;state-space technique;GPU;VLSI interconnect","Instruction sets;Mathematical model;Graphics processing units;Computational modeling;Integrated circuit interconnections;Jacobian matrices;Transient analysis","coprocessors;graphics processing units;integration;multiprocessing systems;Newton-Raphson method;parallel architectures;SPICE;VLSI","implicit methods;time-consuming computations;Jacobian matrix inversion;explicit integration scheme;fourth order Adams-Bashforth formula;NVIDIA general purpose GPU;CUDA programming model;RC ladder model;multiprocessor CPU;implicit integration techniques;VLSI interconnect equations;many-core processors;transient simulations;many-core computer;SPICE-type simulators;Newton-Raphson iterations;integration time step;numerical solution technique;integration method;CPU processing times","","2","","17","","1 May 2019","","","IEEE","IEEE Conferences"
"Three-dimensional particle beam simulation using high performance graphics processing hardware","S. J. Cooke","Naval Research Laboratory, Washington DC 20375, USA","2009 IEEE International Conference on Plasma Science - Abstracts","28 Aug 2009","2009","","","1","1","In this paper, a new three- dimensional particle beam simulation using a high performance hardware is introduced. The graphics processing unit (GPU) hardware is highly parallel and has low-cost computational capabilities. The code uses NVIDIA CUDA programming model and a particle trajectory integration steps on the graphics hardware, in a standard 4th-order Runge-Kutta scheme. The model uses mesh less representations for electromagnetic fields, based on either analytic formulas or field expansion techniques, to achieve a high degree of parallelism in the calculations. The author describe potential applications of the code for 3D simulation of vacuum electronic devices, and present details of both the algorithms used and simulation performance results.","0730-9244","978-1-4244-2617-1","10.1109/PLASMA.2009.5227556","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5227556","","Particle beams;Graphics;Hardware;Computational modeling;Concurrent computing;Code standards;Electromagnetic modeling;Electromagnetic fields;Electromagnetic analysis;Parallel processing","electromagnetic fields;microprocessor chips;parallel programming;particle beams;Runge-Kutta methods;solid modelling;three-dimensional displays","three-dimensional particle beam simulation;graphics processing unit hardware;GPU hardware;NVIDIA CUDA programming model;Runge-Kutta scheme;electromagnetic fields;vacuum electronic devices","","","","1","","28 Aug 2009","","","IEEE","IEEE Conferences"
"Evaluation of Medical Imaging Applications using SYCL","Z. Jin; H. Finkel","Argonne National Laboratory,Leadership Computing Facility,Lemont,IL,USA; Argonne National Laboratory,Leadership Computing Facility,Lemont,IL,USA","2019 IEEE International Conference on Bioinformatics and Biomedicine (BIBM)","6 Feb 2020","2019","","","2259","2264","As opposed to the Open Computing Language (OpenCL) programming model in which host and device codes are written in different languages, the SYCL programming model can combine host and device codes for an application in a type-safe way to improve development productivity. In this paper, we chose two medical imaging applications (Heart Wall and Particle Filter) in the Rodinia benchmark suite to study the performance and programming productivity of the SYCL programming model. More specifically, we introduced the SYCL programming model, shared our experience of implementing the applications using SYCL, and compared the performance and programming portability of the SYCL implementations with the OpenCL implementations on an Intel® Xeon® CPU and an Iris® Pro integrated GPU. The results are promising. For the Heart Wall application, the SYCL implementation is on average 15% faster than the OpenCL implementation on the GPU. For the Particle Filter application, the SYCL implementation is 3% slower than the OpenCL implementation on the GPU, but it is 75% faster on the CPU. Using lines of code as an indicator of programming productivity, the SYCL host program reduces the lines of code of the OpenCL host program by 52% and 38% for the Heart Wall and Particle Filter applications, respectively.","","978-1-7281-1867-3","10.1109/BIBM47256.2019.8982983","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8982983","","","biomedical imaging;graphics processing units;multiprocessing systems;parallel architectures;particle filtering (numerical methods);program compilers;software portability","OpenCL implementation;Heart Wall application;SYCL implementation;programming productivity;SYCL host program;OpenCL host program;medical imaging applications;device codes;SYCL programming model;programming portability;open computing language programming model;particle filter application","","3","","19","","6 Feb 2020","","","IEEE","IEEE Conferences"
"Parallel Algorithms for Approximate String Matching with k Mismatches on CUDA","Y. Liu; L. Guo; J. Li; M. Ren; K. Li","Sch. of Comput. Sci. & Technol., Heilongjiang Univ., Harbin, China; Sch. of Comput. Sci. & Technol., Heilongjiang Univ., Harbin, China; Sch. of Comput. Sci. & Technol., Heilongjiang Univ., Harbin, China; Sch. of Comput. Sci. & Technol., Heilongjiang Univ., Harbin, China; Dept. of Comput. Sci., State Univ. of New York, New Paltz, NY, USA","2012 IEEE 26th International Parallel and Distributed Processing Symposium Workshops & PhD Forum","20 Aug 2012","2012","","","2414","2422","Approximate string matching using the k-mismatch technique has been widely applied to many fields such as virus detection and computational biology. The traditional parallel algorithms are all based on multiple processors, which have high costs of computing and communication. GPU has high parallel processing capability, low cost of computing, and less time of communication. To the best of our knowledge, there is no any parallel algorithm for approximate string matching with k mismatches on GPU. With a new parallel programming model based on CUDA, we present three parallel algorithms and their implementations on GPU, namely, the thread parallel algorithm, the block-thread parallel algorithm, and the OPT-block-thread parallel algorithm. The OPT-block thread parallel algorithm can take full advantage of the powerful parallel capability of GPU. Furthermore, it balances the load among the threads and optimizes the execution time with the memory model of GPU. Experimental results show that compared with the traditional sequential algorithm on CPU, our best parallel algorithm on GPU in this paper achieves speedup of 40-80.","","978-1-4673-0974-5","10.1109/IPDPSW.2012.298","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6270613","Approximate string matching;CUDA;GPU;Hamming distance;parallel algorithm","Instruction sets;Graphics processing unit;Parallel algorithms;Hamming distance;Kernel;Complexity theory","graphics processing units;multiprocessing systems;parallel architectures;string matching","approximate string matching;CUDA;k-mismatch technique;multiple processors;GPU;parallel processing;OPT-block-thread parallel algorithm","","13","","12","","20 Aug 2012","","","IEEE","IEEE Conferences"
"ValuePack: Value-based scheduling framework for CPU-GPU clusters","V. T. Ravi; M. Becchi; G. Agrawal; S. Chakradhar","Dept. of Comput. Sci. & Eng., Ohio State Univ., Columbus, OH, USA; Dept. of Electr. & Comput. Eng., Univ. of Missouri, Columbia, MO, USA; Dept. of Comput. Sci. & Eng., Ohio State Univ., Columbus, OH, USA; NEC Labs. America, Princeton, NJ, USA","SC '12: Proceedings of the International Conference on High Performance Computing, Networking, Storage and Analysis","25 Feb 2013","2012","","","1","12","Heterogeneous computing nodes are becoming commonplace today, and recent trends strongly indicate that clusters, supercomputers, and cloud environments will increasingly host more heterogeneous resources, with some being massively parallel (e.g., GPU). With such heterogeneous environments becoming common, it is important to revisit scheduling problems for clusters and cloud environments. In this paper, we formulate and address the problem of value-driven scheduling of independent jobs on heterogeneous clusters, which captures both the urgency and relative priority of jobs. Our overall scheduling goal is to maximize the aggregate value or yield of all jobs. Exploiting the portability available from the underlying programming model, we propose four novel scheduling schemes that can automatically and dynamically map jobs onto heterogeneous resources. Additionally, to improve the utilization of massively parallel resources, we also propose heuristics to automatically decide when and which jobs can share a single resource.","2167-4337","978-1-4673-0806-9","10.1109/SC.2012.111","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6468477","","Graphics processing units;Processor scheduling;Delay;Multicore processing;Aggregates;Supercomputers;Torque","cloud computing;graphics processing units;processor scheduling","value-based scheduling framework;ValuePack;CPU-GPU clusters;heterogeneous computing nodes;supercomputers;cloud environments;value-driven scheduling;heterogeneous clusters;parallel resources","","5","","48","","25 Feb 2013","","","IEEE","IEEE Conferences"
"G-Storm: GPU-enabled high-throughput online data processing in Storm","Z. Chen; J. Xu; J. Tang; K. Kwiat; C. Kamhoua","Department of Electrical Engineering and Computer Science, Syracuse University, Syracuse, NY, 13244; Department of Electrical Engineering and Computer Science, Syracuse University, Syracuse, NY, 13244; Department of Electrical Engineering and Computer Science, Syracuse University, Syracuse, NY, 13244; US Air Force Research Lab (AFRL), Rome, NY; US Air Force Research Lab (AFRL), Rome, NY","2015 IEEE International Conference on Big Data (Big Data)","28 Dec 2015","2015","","","307","312","The Single Instruction Multiple Data (SIMD) architecture of Graphic Processing Units (GPUs) makes them perfect for parallel processing of big data. In this paper, we present the design, implementation and evaluation of G-Storm, a GPU-enabled parallel system based on Storm, which harnesses the massively parallel computing power of GPUs for high-throughput online stream data processing. G-Storm has the following desirable features: 1) G-Storm is designed to be a general data processing platform as Storm, which can handle various applications and data types. 2) G-Storm exposes GPUs to Storm applications while preserving its easy-to-use programming model. 3) G-Storm achieves high-throughput and low-overhead data processing with GPUs. We implemented G-Storm based on Storm 0.9.2 and tested it using two different applications: continuous query and matrix multiplication. Extensive experimental results show that compared to Storm, G-Storm achieves over 7x improvement on throughput for continuous query, while maintaining reasonable average tuple processing time. It also leads to 2.3x throughput improvement for the matrix multiplication application.","","978-1-4799-9926-2","10.1109/BigData.2015.7363769","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7363769","","Graphics processing units;Storms;Kernel;Data processing;Programming;Fasteners;Indexes","Big Data;graphics processing units;matrix multiplication;parallel processing","matrix multiplication;continuous query;parallel processing;graphic processing units;SIMD architecture;single instruction multiple data;high-throughput online data processing;GPU;G-Storm","","18","","21","","28 Dec 2015","","","IEEE","IEEE Conferences"
