"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Dynamically Balanced OpenMP-CUDA Implementation of PDE-Based Contrast Source Inversion for Microwave Imaging","N. Geddert; I. Jeffrey","Department of Electrical and Computer Engineering, University of Manitoba, Winnipeg, Canada; Department of Electrical and Computer Engineering, University of Manitoba, Winnipeg, Canada","2018 18th International Symposium on Antenna Technology and Applied Electromagnetics (ANTEM)","13 Dec 2018","2018","","","1","2","An implementation of a PDE-based Contrast Source Inversion (CSI) algorithm using a hybrid Open MP-CUDA parallel programming model is presented for the acceleration of microwave imaging. The CSI algorithm uses a time-harmonic discontinuous Galerkin method forward solver. The programming model ensures high computational throughput by dynamically balancing the amount of work performed on the GPU and CPU. The resulting implementation is capable of substantial speed-up, bringing the computational performance to near real-time. Implementation and optimization details are discussed; results show GPU acceleration alone gives a speedup of at least 5 times.","2473-3555","978-1-5386-1338-2","10.1109/ANTEM.2018.8572994","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8572994","Graphics processing unit (GPU);Open MP;hybrid parallel programming;contrast source inversion;microwave imaging","Graphics processing units;Acceleration;Programming;Computational modeling;Magnetic resonance imaging;Magnetic domains","Galerkin method;graphics processing units;Maxwell equations;microwave imaging;parallel architectures;parallel programming","microwave imaging;CSI algorithm;time-harmonic discontinuous Galerkin method;high computational throughput;computational performance;GPU acceleration;dynamically balanced OpenMP-CUDA implementation;PDE-based Contrast Source Inversion algorithm;hybrid Open MP-CUDA parallel programming model","","1","","9","","13 Dec 2018","","","IEEE","IEEE Conferences"
"Using graphics devices in reverse: GPU-based Image Processing and Computer Vision","J. Fung; S. Mann","NVIDIA Corporation, 2701 San Tomas Expressway, Santa Clara, California, USA; University of Toronto, Dept. of Electrical and Computer Engineering, 10 King's College Road, Mailstop. B540, Ontario, Canada","2008 IEEE International Conference on Multimedia and Expo","26 Aug 2008","2008","","","9","12","Graphics and vision are approximate inverses of each other: ordinarily graphics processing units (GPUs) are used to convert ldquonumbers into picturesrdquo (i.e. computer graphics). In this paper, we discuss the use of GPUs in approximately the reverse way: to assist in ldquoconverting pictures into numbersrdquo (i.e. computer vision). For graphical operations, GPUs currently provide many hundreds of gigaflops of processing power. This paper discusses how this processing power is being harnessed for image processing and computer vision, thereby providing dramatic speedups on commodity, readily available graphics hardware. A brief review of algorithms mapped to the GPU by using the graphics API for vision is presented. The NVIDIA CUDA programming model is then introduced as a way of expressing program parallelism without the need for graphics expertise.","1945-788X","978-1-4244-2570-9","10.1109/ICME.2008.4607358","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4607358","GPU;Graphics Processing Unit;Computer Vision;Image Processing","Graphics;Hardware;Computer architecture;Computer vision;Programming;Acceleration;Pattern recognition","application program interfaces;computer graphics;computer vision;coprocessors;image processing equipment","computer vision;graphics processing units;computer graphics;graphics API;NVIDIA CUDA programming model;program parallelism;GPU-based image processing","","49","","32","","26 Aug 2008","","","IEEE","IEEE Conferences"
"Parallel AMG solver for three dimensional unstructured grids using GPU","K. R. Tej; N. Sivadasan; V. Sharma; R. Banerjee","Dept. of Computer Science and Engineering, Indian Institute of Technology Hyderabad, Hyderabad, India; Dept. of Computer Science and Engineering, Indian Institute of Technology Hyderabad, Hyderabad, India; Dept. of Mechanical Engineering, Indian Institute of Technology Hyderabad, Hyderabad, India; Dept. of Mechanical Engineering, Indian Institute of Technology Hyderabad, Hyderabad, India","2014 21st International Conference on High Performance Computing (HiPC)","4 Jun 2015","2014","","","1","10","Graphics Processing Units (GPUs) have evolved over the years from being graphics accelerator to scalable coprocessor. We implement an algebraic multigrid solver for three dimensional unstructured grids using GPU. Such a solver has extensive applications in Computational Fluid Dynamics (CFD). Using a combination of vertex coloring, optimized memory representations, multi-grid and improved coarsening techniques, we obtain considerable speedup in our parallel implementation. Our solver provides significant acceleration for solving pressure Poisson equations, which is the most time consuming part while solving Navier-Stokes equations. In our experimental study, we solve pressure Poisson equations for flow over lid driven cavity and for laminar flow past square cylinder. Our implementation achieves 915 times speed up for the lid driven cavity problem on a grid of size 2.6 million and a speed up of 1020 times for the laminar flow past square cylinder problem on a grid of size 1.7 million, compared to serial non-multigrid implementations. For our implementation, we used NVIDIA's CUDA programming model.","1094-7256","978-1-4799-5976-1","10.1109/HiPC.2014.7116899","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7116899","GPU Computing;Computational Fluid Dynamics;Multigrid Flow Solver;Gauss-Seidel;Navier-Stokes","Graphics processing units;Image color analysis;Instruction sets;Smoothing methods;Kernel;Mathematical model;Computational fluid dynamics","computational fluid dynamics;external flows;graphics processing units;laminar flow;Navier-Stokes equations;parallel architectures;parallel programming;Poisson equation","parallel AMG solver;three-dimensional unstructured grids;GPU;graphics processing units;graphics accelerator;scalable co-processor;algebraic multigrid solver;computational fluid dynamics;CFD;vertex coloring;optimized memory representations;improved coarsening techniques;parallel implementation;pressure Poisson equations;Navier-Stokes equations;laminar flow;lid driven cavity problem;square cylinder problem;NVIDIA CUDA programming model","","1","","37","","4 Jun 2015","","","IEEE","IEEE Conferences"
"Evaluation of GPU Architectures Using Spiking Neural Networks","V. K. Pallipuram; M. A. Bhuiyan; M. C. Smith","Dept. of Electr. & Comput. Eng., Clemson Univ., Clemson, SC, USA; Dept. of Electr. & Comput. Eng., Clemson Univ., Clemson, SC, USA; Dept. of Electr. & Comput. Eng., Clemson Univ., Clemson, SC, USA","2011 Symposium on Application Accelerators in High-Performance Computing","29 Sep 2011","2011","","","93","102","During recent years General-Purpose Graphical Processing Units (GP-GPUs) have entered the field of High-Performance Computing (HPC) as one of the primary architectural focuses for many research groups working with complex scientific applications. Nvidia's Tesla C2050, codenamed Fermi, and AMD's Radeon 5870 are two devices positioned to meet the computationally demanding needs of supercomputing research groups across the globe. Though Nvidia GPUs powered by CUDA have been the frequent choices of the performance centric research groups, the introduction and growth of OpenCL has promoted AMD GP-GPUs as potential accelerator candidates that can challenge Nvidia's stronghold. These architectures not only offer a plethora of features for application developers to explore, but their radically different architectures calls for a detailed study that weighs their merits and evaluates their potential to accelerate complex scientific applications. In this paper, we present our performance analysis research comparing Nvidia's Fermi and AMD's Radeon 5870 using OpenCL as the common programming model. We have chosen four different neuron models for Spiking Neural Networks (SNNs), each with different communication and computation requirements, namely the Izhikevich, Wilson, Morris Lecar (ML), and the Hodgkin Huxley (HH) models. We compare the runtime performance of the Fermi and Radeon GPUs with an implementation that exhausts all optimization techniques available with OpenCL. Several equivalent architectural parameters of the two GPUs are studied and correlated with the application performance. In addition to the comparative study effort, our implementations were able to achieve a speed-up of 857.3x and 658.51x on the Fermi and Radeon architectures respectively for the most compute intensive HH model with a dense network containing 9.72 million neurons. The final outcome of this research is a detailed architectural comparison of the two GPU architectures with a common programming platform.","2166-515X","978-1-4577-0635-6","10.1109/SAAHPC.2011.20","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6031572","Fermi;AMD;OpenCL;GPU Architecture Comparison;Profiler Counters;SNNs;speed-up","Graphics processing unit;Computer architecture;Neurons;Computational modeling;Mathematical model;Optimization;Firing","computer graphic equipment;coprocessors;neural nets","GPU architectures;spiking neural networks;general-purpose graphical processing units;high-performance computing;Nvidia Tesla C2050;Fermi;AMD Radeon 5870;supercomputing research groups;CUDA;performance centric research groups;OpenCL;application developers;programming model;Morris Lecar models;Hodgkin Huxley models;optimization techniques","","5","","27","","29 Sep 2011","","","IEEE","IEEE Conferences"
"CUKNN: A parallel implementation of K-nearest neighbor on CUDA-enabled GPU","Shenshen Liang; Cheng Wang; Ying Liu; Liheng Jian","Graduate University of Chinese Academy of Sciences, Beijing, China 100190; Agilent Technologies Co. Ltd., Beijing, China 100102; Graduate University of Chinese Academy of Sciences, Beijing, China 100190; Graduate University of Chinese Academy of Sciences, Beijing, China 100190","2009 IEEE Youth Conference on Information, Computing and Telecommunication","15 Jan 2010","2009","","","415","418","Recent development in Graphics Processing Units (GPUs) has enabled inexpensive high performance computing for general-purpose applications. Due to GPU's tremendous computing capability, it has emerged as the co-processor of the CPU to achieve a high overall throughput. CUDA programming model provides the programmers adequate C language like APIs to better exploit the parallel power of the GPU. K-nearest neighbor is a widely used classification technique and has significant applications in various domains. The computational-intensive nature of KNN requires a high performance implementation. In this paper, we present a CUDA-based parallel implementation of KNN, CUKNN, using CUDA multi-thread model. Various CUDA optimization techniques are applied to maximize the utilization of the GPU. CUKNN outperforms significantly and achieve up to 15.2X speedup. It also shows good scalability when varying the dimension of the training dataset and the number of records in training dataset.","","978-1-4244-5074-9","10.1109/YCICT.2009.5382329","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5382329","KNN;classification;CUDA;parallel computing","High performance computing;Graphics;Coprocessors;Central Processing Unit;Throughput;Parallel programming;Programming profession;Scalability","C language;computer graphics;coprocessors;multi-threading;parallel architectures","CUDA-enabled GPU;graphics processing units;C language;CUDA multi-thread model;k-nearest neighbor parallel implementation;coprocessor;compute unified device architecture;high performance computing","","8","","6","","15 Jan 2010","","","IEEE","IEEE Conferences"
"GPU Accelerated Krylov Subspace Methods for Computational Electromagnetics","S. Velamparambil; S. MacKinnon-Cormier; J. Perry; R. Lemos; M. Okoniewski; J. Leon","Acceleware Corporation, 1600 37th St. SW, Calgary, Alberta-T3E 3P1, Canada. sanjay.velamparambil@acceleware.com; Acceleware Corporation, 1600 37th St. SW, Calgary, Alberta-T3E 3P1, Canada; Acceleware Corporation, 1600 37th St. SW, Calgary, Alberta-T3E 3P1, Canada; Acceleware Corporation, 1600 37th St. SW, Calgary, Alberta-T3E 3P1, Canada; Dept. Elect. & Comp. Engg., University of Calgary, Calgary, Canada. michal.okoniewski@acceleware.com; Faculty of Engineering, Dalhousie University, Halifax, Canada. Joshua.Leon@dal.ca","2008 38th European Microwave Conference","19 Jan 2009","2008","","","1312","1314","Programmable graphics processor units (GPU), such as the NVIDIA<sup>R</sup> Geforce 8800 series, offer a raw computing power that is often an order of magnitude larger than even the most modern multicore CPUs, making them a relatively inexpensive platform for high performance computing. In this paper, we report the development of two Krylov subspace solvers, the generalized minimal residual (GMRES) and the quasi-minimal residual (QMR) algorithms, on the GPU using the NVIDIA CUDA<sup>R</sup> programming model. The algorithms have been implemented as a stand-alone library. We report a speed-up of up to 13 times, on a single GPU, in our preliminary experiments with the classic problem of computing the capacitance of conductors using an integral equation method.","","978-2-87487-006-4","10.1109/EUMC.2008.4751704","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4751704","","Acceleration;Computational electromagnetics;Integral equations;Computer interfaces;Graphics;High performance computing;Multicore processing;Libraries;Concurrent computing;Kernel","capacitance;computational electromagnetics;computer graphics;integral equations","programmable graphics processor units;Krylov subspace methods;computational electromagnetics;NVIDIA Geforce 8800 series;generalized minimal residual algorithm;quasiminimal residual algorithm;stand-alone library;single GPU;integral equation;capacitance;conductors;high performance computing;multicore CPUs","","6","","7","","19 Jan 2009","","","IEEE","IEEE Conferences"
"DDGSim: GPU based simulator for large multicore with bufferless NoC","N. Kumar; A. Sahu","Deptt. of Comp. Sc. and Engg., Indian Institute of Technology Guwahati, Assam, India, 781039; Deptt. of Comp. Sc. and Engg., Indian Institute of Technology Guwahati, Assam, India, 781039","2014 Annual IEEE India Conference (INDICON)","5 Feb 2015","2014","","","1","6","In large scale chip multicore, last level cache management and core interconnection network play important roles in performance and power consumption. And in large scale chip multicore, mesh interconnect is used widely due to scalability and simplicity of design. As interconnection network occupied significant area and consumes significant percent of system power, bufferless network is an appealing alternative design to reduce power consumption and hardware cost. We have designed and implemented a simulator for simulation of distributed cache management of large chip multicore where cores are connected using bufferless interconnection network. Also, we have redesigned and implemented the DDGSim, which is a GPU compatible parallel version of the same simulator using CUDA programming model. We have simulated target large chip multicore with up to 43,000 cores and achieved up to 25 times speedup on NVIDIA GeForce GTX 690 GPU over serial simulation.","2325-9418","978-1-4799-5364-6","10.1109/INDICON.2014.7030460","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7030460","","Multicore processing;Graphics processing units;Ports (Computers);Instruction sets;Kernel;Routing;Radiation detectors","cache storage;digital simulation;multiprocessing systems;network-on-chip;parallel architectures","DDGSim;GPU based simulator;bufferless NoC;distributed cache management;bufferless interconnection network;CUDA programming model;NVIDIA GeForce GTX 690 GPU;large scale chip multicore;LCMP","","","","35","","5 Feb 2015","","","IEEE","IEEE Conferences"
"Analyzing CUDA workloads using a detailed GPU simulator","A. Bakhoda; G. L. Yuan; W. W. L. Fung; H. Wong; T. M. Aamodt","University of British Columbia, Vancouver, Canada; University of British Columbia, Vancouver, Canada; University of British Columbia, Vancouver, Canada; University of British Columbia, Vancouver, Canada; University of British Columbia, Vancouver, Canada","2009 IEEE International Symposium on Performance Analysis of Systems and Software","12 May 2009","2009","","","163","174","Modern graphic processing units (GPUs) provide sufficiently flexible programming models that understanding their performance can provide insight in designing tomorrow's manycore processors, whether those are GPUs or otherwise. The combination of multiple, multithreaded, SIMD cores makes studying these GPUs useful in understanding tradeoffs among memory, data, and thread level parallelism. While modern GPUs offer orders of magnitude more raw computing power than contemporary CPUs, many important applications, even those with abundant data level parallelism, do not achieve peak performance. This paper characterizes several non-graphics applications written in NVIDIA's CUDA programming model by running them on a novel detailed microarchitecture performance simulator that runs NVIDIA's parallel thread execution (PTX) virtual instruction set. For this study, we selected twelve non-trivial CUDA applications demonstrating varying levels of performance improvement on GPU hardware (versus a CPU-only sequential version of the application). We study the performance of these applications on our GPU performance simulator with configurations comparable to contemporary high-end graphics cards. We characterize the performance impact of several microarchitecture design choices including choice of interconnect topology, use of caches, design of memory controller, parallel workload distribution mechanisms, and memory request coalescing hardware. Two observations we make are (1) that for the applications we study, performance is more sensitive to interconnect bisection bandwidth rather than latency, and (2) that, for some applications, running fewer threads concurrently than on-chip resources might otherwise allow can improve performance by reducing contention in the memory system.","","978-1-4244-4184-6","10.1109/ISPASS.2009.4919648","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4919648","","Analytical models;Yarn;Graphics;Parallel processing;Microarchitecture;Hardware;Process design;Concurrent computing;Parallel programming;Computational modeling","cache storage;computer graphic equipment;instruction sets;multiprocessing systems;multi-threading;parallel architectures","CUDA workload;GPU simulator;graphic processing unit;flexible programming model;CUDA programming;microarchitecture performance simulator;parallel thread execution;virtual instruction set;GPU hardware;high-end graphics card;microarchitecture design;interconnect topology;caches;memory controller;parallel workload distribution;memory request coalescing hardware","","890","4","46","","12 May 2009","","","IEEE","IEEE Conferences"
"SMGuard: A Flexible and Fine-Grained Resource Management Framework for GPUs","C. Yu; Y. Bai; H. Yang; K. Cheng; Y. Gu; Z. Luan; D. Qian","Sino-German Joint Software Institute, School of Computer Science, Beihang University, Beijing, China; Sino-German Joint Software Institute, School of Computer Science, Beihang University, Beijing, China; Sino-German Joint Software Institute, School of Computer Science, Beihang University, Beijing, China; Sino-German Joint Software Institute, School of Computer Science, Beihang University, Beijing, China; Sino-German Joint Software Institute, School of Computer Science, Beihang University, Beijing, China; Sino-German Joint Software Institute, School of Computer Science, Beihang University, Beijing, China; Sino-German Joint Software Institute, School of Computer Science, Beihang University, Beijing, China","IEEE Transactions on Parallel and Distributed Systems","11 Nov 2018","2018","29","12","2849","2862","GPUs have been becoming an indispensable computing platform in data centers, and co-locating multiple applications on the same GPU is widely used to improve resource utilization. However, performance interference due to uncontrolled resource contention severely degrades the performance of co-locating applications and fails to deliver satisfactory user experience. In this paper, we present SMGuard, a software approach to flexibly manage the GPU resource usage of multiple applications under co-location. We also propose a capacity based GPU resource model CapSM, which provisions the GPU resources in a fine-grained granularity among co-locating applications. When co-locating latency-sensitive applications with batch applications, SMGuard can prevent batch applications from occupying resources without constraint using quota based mechanism, and guarantee the resource usage of latency-sensitive applications with reservation based mechanism. In addition, SMGuard supports dynamic resource adjustment through evicting the running thread blocks of batch applications to release the occupied resources and remapping the uncompleted thread blocks to the remaining resources, which avoids the relaunch of the preempted kernel. The SMGuard is a pure software solution that does not rely on special GPU hardware or programming model, which is easy to adopt on commodity GPUs in data centers. Our evaluation shows that SMGuard improves the average performance of latency-sensitive applications by 9.8× when co-located with batch applications. In the meanwhile, the GPU utilization can be improved by 35 percent on average.","1558-2183","","10.1109/TPDS.2018.2848621","National Key Research and Development Program of China(grant numbers:2016YFB1000503); National Science Foundation of China(grant numbers:61572062,61502019); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8388218","GPU;parallel computing;resource management;application co-location","Graphics processing units;Task analysis;Instruction sets;Resource management;Quality of service;Data centers","computer centres;graphics processing units;resource allocation","SMGuard;data centers;co-locating multiple applications;resource utilization;uncontrolled resource contention;GPU resource usage;GPU resource model CapSM;fine-grained granularity;latency-sensitive applications;batch applications;quota based mechanism;reservation based mechanism;dynamic resource adjustment;programming model;GPU utilization;flexible resource management framework;fine-grained resource management framework;performance interference","","4","","42","IEEE","19 Jun 2018","","","IEEE","IEEE Journals"
"LU, QR, and Cholesky factorizations: Programming model, performance analysis and optimization techniques for the Intel Knights Landing Xeon Phi","A. Haidar; S. Tomov; K. Arturov; M. Guney; S. Story; J. Dongarra","University of Tennessee, Knoxville, 37916, USA; University of Tennessee, Knoxville, 37916, USA; Intel Corporation, Novosibirsk, Russia; Intel Corporation, Hillsboro, OR 97124, USA; Intel Corporation, Hillsboro, OR 97124, USA; University of Tennessee, Knoxville, Oak Ridge National Laboratory, USA","2016 IEEE High Performance Extreme Computing Conference (HPEC)","1 Dec 2016","2016","","","1","7","A wide variety of heterogeneous compute resources, ranging from multicore CPUs to GPUs and coprocessors, are available to modern computers, making it challenging to design unified numerical libraries that efficiently and productively use all these varied resources. For example, in order to efficiently use Intel's Knights Landing (KNL) processor, the next-generation of Xeon Phi architectures, one must design and schedule an application in multiple degrees of parallelism and task grain sizes in order to obtain efficient performance. We propose a productive and portable programming model that allows us to write a serial-looking code, which, however, achieves parallelism and scalability by using a lightweight runtime environment to manage the resource-specific workload, and to control the dataflow and the parallel execution. This is done through multiple techniques ranging from multi-level data partitioning to adaptive task grain sizes, and dynamic task scheduling. In addition, our task abstractions enable unified algorithmic development across all the heterogeneous resources. Finally, we outline the strengths and the effectiveness of this approach - especially in regards to hardware trends and ease of programming high-performance numerical software that current applications need - in order to motivate current work and future directions for the next generation of parallel programming models for high-performance linear algebra libraries on heterogeneous systems.","","978-1-5090-3525-0","10.1109/HPEC.2016.7761591","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7761591","","Hardware;Programming;Libraries;Multicore processing;Parallel processing;Software","data flow computing;data handling;graphics processing units;linear algebra;mathematics computing;multiprocessing systems;parallel programming;processor scheduling;software libraries","LU factorization;QR factorization;Cholesky factorization;performance analysis;optimization technique;Intel Knights Landing Xeon Phi;heterogeneous compute resources;multicore CPU;GPU;coprocessors;unified numerical libraries;Intel KNL processor;Xeon Phi architecture;productive portable programming model;serial-looking code;scalability;lightweight runtime environment;resource-specific workload management;dataflow control;parallel execution;multilevel data partitioning;adaptive task grain size;dynamic task scheduling;task abstraction;unified algorithmic development;high-performance numerical software programming;parallel programming model;high-performance linear algebra libraries;heterogeneous systems","","7","","24","","1 Dec 2016","","","IEEE","IEEE Conferences"
"Designing a Profiling and Visualization Tool for Scalable and In-depth Analysis of High-Performance GPU Clusters","P. Kousha; B. Ramesh; K. Kandadi Suresh; C. Chu; A. Jain; N. Sarkauskas; H. Subramoni; D. K. Panda",The Ohio State University; The Ohio State University; The Ohio State University; The Ohio State University; The Ohio State University; The Ohio State University; The Ohio State University; The Ohio State University,"2019 IEEE 26th International Conference on High Performance Computing, Data, and Analytics (HiPC)","13 Feb 2020","2019","","","93","102","The recent advent of advanced fabrics like NVIDIA NVLink is enabling the deployment of dense Graphics Processing Unit (GPU) systems, e.g., DGX-2 and Summit. The Message Passing Interface (MPI) has been the dominant programming model to design distributed applications on such clusters. The MPI Tools Interface (MPI_T) provides an opportunity for performance tools and external software to introspect and understand MPI runtime behavior at a deeper level to detect performance and scalability issues. However, the lack of low-overhead and scalable monitoring tools have thus far prevented a comprehensive study of efficiency and utilization of high-performance interconnects such as NVLinks on high-performance GPU-enabled clusters. In this paper, we address this deficiency by proposing and designing an in-depth, real-time analysis, profiling, and visualization tool for high-performance GPU-enabled clusters with NVLinks. The proposed tool builds on the top of the OSU InfiniBand Network Analysis and Monitoring Tool (INAM). It provides insights into the efficiency of different communication patterns by examining the utilization of underlying GPU interconnects. The contributions of the proposed tool are two-fold: 1) domain scientists and system administrators can understand how applications and runtime libraries interact with underlying high-performance interconnects, and 2)Proposed tool enables designers of high-performance communication libraries to gain low-level knowledge to optimize existing designs and develop new algorithms to optimally utilize cutting-edge interconnects on GPU clusters. To the best of our knowledge, this is the first such tool which is capable of presenting a unified and holistic view of MPI-level and fabric level information for emerging NVLink-enabled high-performance GPU clusters.","2640-0316","978-1-7281-4535-8","10.1109/HiPC.2019.00022","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8990500","MPI;MPI_T;NVLINK;GPU;Profiling","Graphics processing units;Tools;Libraries;Measurement;Fabrics;Topology;Bandwidth","application program interfaces;data visualisation;graphics processing units;message passing;parallel processing;software libraries","visualization tool;high-performance interconnects;high-performance communication libraries;MPI-level;NVLink-enabled high-performance GPU clusters;in-depth analysis;message passing interface;performance tools;MPI runtime behavior;scalable monitoring tools;NVIDIA NVLink;graphics processing unit;MPI tools interface;low-overhead tools;infiniband network analysis and monitoring tool;cutting-edge interconnects;fabric level information;runtime libraries","","6","","30","","13 Feb 2020","","","IEEE","IEEE Conferences"
"Code Complexity versus Performance for GPU-accelerated Scientific Applications","A. W. U. Munipala; S. V. Moore","University of Texas at El Paso, TX, USA; Oak Ridge Nat. Lab., Oak Ridge, TN, USA","2016 Fourth International Workshop on Software Engineering for High Performance Computing in Computational Science and Engineering (SE-HPCCSE)","2 Feb 2017","2016","","","50","50","Summary form only given. Graphics Processing Units (GPUs) are becoming widely used as parallel accelerators in high-performance computing. GPU programming until recently, has been done by using low-level programming models such as CUDA and OpenCL. The directive-based OpenACC programming model has been growing in popularity due to its higher level of abstraction. This technique, which uses “directive” or “pragma” statements to annotate source code written in traditional high-level languages such as Fortran, C, and C++, is intended to allow a single code base to work across multiple computational platforms. We attempt to compare code complexity and performance of CUDA, OpenCL, and OpenACC implementations for three benchmark codes - the Game of Life (GOL) example code, the LULESH hydrodynamics proxy application, and the CloverLeaf mini-app from the Mantevo suite For the GOL C, CUDA C, and OpenCL codes and the LULESH C++, CUDA, and OpenCL codes, we measured source lines of code (SLOC) and cyclomatic complexity using the Oxbow toolkit static analysis tools. We ran the commercial McCabe IQ tool on the CloverLeaf Fortran90, Fortran90 + OpenACC, and Fortran portion of CloverLeaf_CUDA to measure cyclomatic complexity, design complexity, and essential complexity. We found that the CUDA and OpenCL implementations have significantly more lines of code than the corresponding OpenACC implementations but that the measured cyclomatic complexity is not always higher. The CUDA and OpenCL implementations generally have better performance, but there is not a drastic difference if the OpenACC code is optimized. We conclude that the available metrics and tools for measuring complexity of GPU programs are inadequate, since they do not quantify the portability and maintainability of the codes, and that specialization and extensions are needed.","","978-1-5090-5224-0","10.1109/SE-HPCCSE.2016.012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7839472","","Complexity theory;Graphics processing units;Programming;Measurement;Software engineering;Computational modeling;C++ languages","C++ language;graphics processing units;parallel architectures;software metrics;software performance evaluation;source code (software)","code complexity;GPU-accelerated scientific applications;graphics processing units;game of life;GOL;LULESH hydrodynamics proxy application;CloverLeaf mini-app;Mantevo suite;GOL C;CUDA C;OpenCL codes;LULESH C++;source lines of code;SLOC;cyclomatic complexity;Oxbow toolkit static analysis tools;McCabe IQ tool;CloverLeaf Fortran90;Fortran90 + OpenACC;design complexity;essential complexity","","2","","","","2 Feb 2017","","","IEEE","IEEE Conferences"
"GPU acceleration of the iterative physical optics (IPO) method","Kan Xu; Z. W. Liu; D. Z. Ding; R. S. Chen","Department of Electronic Engineering, Nanjing University of Science and Technology, China; Department of Electronic Engineering, Nanjing University of Science and Technology, China; Department of Electronic Engineering, Nanjing University of Science and Technology, China; Department of Electronic Engineering, Nanjing University of Science and Technology, China","2008 8th International Symposium on Antennas, Propagation and EM Theory","16 Mar 2009","2008","","","733","735","In this paper, we employ the Programmable Graphics Processing Unit (GPU) to accelerate the IPO computation for analyzing the scattering of open cavities. Since the iterative strategy accounts for multiple reflections on the inner wall, the IPO method provides a more accurate solution than the other high frequency asymptotic methods. However, it suffers from a large requirement of simulation time. To date, the GPU featuring inherent parallelism and powerful floating-point capability has become an attractive alternative to the central processing unit (CPU) for some of computation tasks. Therefore, we map the time-consuming parts of IPO into the graphics hardware following the stream programming model, and the CPU carries out the computation of the far field scattering. In addition, the numerical results demonstrate the accuracy and effectiveness of our proposed method.","","978-1-4244-2192-3","10.1109/ISAPE.2008.4735319","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4735319","","Acceleration;Iterative methods;Physical optics;Central Processing Unit;Graphics;Optical scattering;Optical reflection;Frequency;Computational modeling;Parallel processing","computational electromagnetics;electromagnetic wave scattering;iterative methods;parallel programming;physical optics","GPU acceleration;programmable graphics processing unit;multiple reflections;central processing unit;inherent parallelism;floating-point capability;time-consuming parts;iterative physical optics method","","","","8","","16 Mar 2009","","","IEEE","IEEE Conferences"
"GraphReduce: Large-Scale Graph Analytics on Accelerator-Based HPC Systems","D. Sengupta; K. Agarwal; S. L. Song; K. Schwan","Georgia Inst. of Technol., Atlanta, GA, USA; Georgia Inst. of Technol., Atlanta, GA, USA; Pacific Northwest Nat. Lab., Richland, WA, USA; Georgia Inst. of Technol., Atlanta, GA, USA","2015 IEEE International Parallel and Distributed Processing Symposium Workshop","1 Oct 2015","2015","","","604","609","Recent work on graph analytics has sought to leverage the high performance offered by GPU devices, but challenges remain due to the inherent irregularity of graph algorithm and limitations in GPU-resident memory for storing large graphs. The Graph Reduce methods presented in this paper permit a GPU-based accelerator to operate on graphs that exceed its internal memory capacity. Graph Reduce operates with a combination of both edge- and vertex-centric implementations of the Gather-Apply-Scatter programming model, to achieve high degrees of parallelism supported by methods that partition graphs across GPU and host memories and efficiently move graph data between both. Graph Reduce-based programming is performed via device functions that include gather map, gather reduce, apply, and scatter, implemented by programmers for the graph algorithms they wish to realize. Experimental evaluations for a wide variety of graph inputs, algorithms, and system configuration demonstrate that Graph Reduce outperforms other competing approaches.","","978-1-4673-7684-6","10.1109/IPDPSW.2015.16","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7284365","graph processing;big data;GPU;CUDA","Graphics processing units;Computational modeling;Programming;Parallel processing;Algorithm design and analysis;Hardware;Data structures","graph theory;graphics processing units;storage management","GraphReduce;large-scale graph analytics;accelerator-based HPC systems;GPU devices;graph algorithm irregularity;GPU-resident memory;GPU-based accelerator;internal memory capacity;edge-centric implementations;vertex-centric implementations;gather-apply-scatter programming model;partition graphs;gather_map;gather_reduce","","3","","22","","1 Oct 2015","","","IEEE","IEEE Conferences"
